ALARM ID,0
DATE,2023/01/02,11:31:20,

No,DATE,TIME,COUNT,STATUS,ALARM No,MESSAGE
30,2022/12/26,18:01:12,51,ON,0,L1000 埨慡缸堎忢
31,2022/12/26,16:02:36,248,ON,4,L1004 庱壓埵抲晄椙
32,2022/12/26,15:20:20,247,ON,4,L1004 庱壓埵抲晄椙
33,2022/12/26,12:57:18,632,ON,54,L1306 冻菽据话堎忢
34,2022/12/26,12:21:13,631,ON,54,L1306 冻菽据话堎忢
35,2022/12/26,10:12:07,246,ON,4,L1004 庱壓埵抲晄椙
36,2022/12/26,09:43:11,70,ON,48,L1300 巆棷馨笇煉m堎忢
37,2022/12/26,09:41:59,245,ON,4,L1004 庱壓埵抲晄椙
38,2022/12/26,09:07:11,630,ON,54,L1306 冻菽据话堎忢
39,2022/12/26,08:44:24,69,ON,48,L1300 巆棷馨笇煉m堎忢
40,2022/12/23,18:38:18,70,ON,2,L1002 墶寠枹娧捠堎忢
41,2022/12/23,18:37:50,244,ON,4,L1004 庱壓埵抲晄椙
42,2022/12/23,16:55:35,629,ON,54,L1306 冻菽据话堎忢
43,2022/12/23,15:30:19,628,ON,54,L1306 冻菽据话堎忢
44,2022/12/23,15:15:32,68,ON,48,L1300 巆棷馨笇煉m堎忢
45,2022/12/23,14:22:52,243,ON,4,L1004 庱壓埵抲晄椙
46,2022/12/23,10:00:26,627,ON,54,L1306 冻菽据话堎忢
47,2022/12/23,09:48:28,67,ON,48,L1300 巆棷馨笇煉m堎忢
48,2022/12/23,09:13:19,66,ON,48,L1300 巆棷馨笇煉m堎忢
49,2022/12/22,17:52:47,242,ON,4,L1004 庱壓埵抲晄椙
50,2022/12/22,17:50:50,241,ON,4,L1004 庱壓埵抲晄椙
51,2022/12/22,15:53:53,626,ON,54,L1306 冻菽据话堎忢
52,2022/12/22,14:14:53,625,ON,54,L1306 冻菽据话堎忢
53,2022/12/22,13:07:17,65,ON,48,L1300 巆棷馨笇煉m堎忢
54,2022/12/22,12:27:34,624,ON,54,L1306 冻菽据话堎忢
55,2022/12/22,10:02:31,623,ON,54,L1306 冻菽据话堎忢
56,2022/12/22,08:45:25,240,ON,4,L1004 庱壓埵抲晄椙
57,2022/12/21,18:43:09,622,ON,54,L1306 冻菽据话堎忢
58,2022/12/21,15:47:51,621,ON,54,L1306 冻菽据话堎忢
59,2022/12/21,15:08:48,239,ON,4,L1004 庱壓埵抲晄椙
60,2022/12/21,14:10:46,620,ON,54,L1306 冻菽据话堎忢
61,2022/12/21,14:05:49,619,ON,54,L1306 冻菽据话堎忢
62,2022/12/21,13:44:23,69,ON,2,L1002 墶寠枹娧捠堎忢
63,2022/12/21,11:29:39,238,ON,4,L1004 庱壓埵抲晄椙
64,2022/12/21,09:56:57,237,ON,4,L1004 庱壓埵抲晄椙
65,2022/12/21,09:27:54,32,ON,1,L1001 寠柧偗缸萏邥s椙
66,2022/12/21,09:26:33,31,ON,1,L1001 寠柧偗缸萏邥s椙
67,2022/12/21,09:25:41,30,ON,1,L1001 寠柧偗缸萏邥s椙
68,2022/12/21,09:24:14,29,ON,1,L1001 寠柧偗缸萏邥s椙
69,2022/12/20,15:51:42,236,ON,4,L1004 庱壓埵抲晄椙
70,2022/12/20,14:53:51,235,ON,4,L1004 庱壓埵抲晄椙
71,2022/12/20,13:29:21,234,ON,4,L1004 庱壓埵抲晄椙
72,2022/12/20,12:36:43,618,ON,54,L1306 冻菽据话堎忢
73,2022/12/20,12:10:06,233,ON,4,L1004 庱壓埵抲晄椙
74,2022/12/20,11:56:46,68,ON,2,L1002 墶寠枹娧捠堎忢
75,2022/12/20,11:55:58,67,ON,2,L1002 墶寠枹娧捠堎忢
76,2022/12/20,11:54:55,66,ON,2,L1002 墶寠枹娧捠堎忢
77,2022/12/20,10:52:07,617,ON,54,L1306 冻菽据话堎忢
78,2022/12/20,09:35:10,616,ON,54,L1306 冻菽据话堎忢
79,2022/12/20,09:24:35,232,ON,4,L1004 庱壓埵抲晄椙
80,2022/12/20,09:23:16,231,ON,4,L1004 庱壓埵抲晄椙
81,2022/12/19,14:15:46,615,ON,54,L1306 冻菽据话堎忢
82,2022/12/19,12:56:29,614,ON,54,L1306 冻菽据话堎忢
83,2022/12/19,12:11:05,613,ON,54,L1306 冻菽据话堎忢
84,2022/12/19,11:19:53,612,ON,54,L1306 冻菽据话堎忢
85,2022/12/19,11:00:40,230,ON,4,L1004 庱壓埵抲晄椙
86,2022/12/19,09:59:41,611,ON,54,L1306 冻菽据话堎忢
87,2022/12/19,09:48:37,28,ON,1,L1001 寠柧偗缸萏邥s椙
88,2022/12/19,09:48:18,27,ON,1,L1001 寠柧偗缸萏邥s椙
89,2022/12/19,09:47:47,26,ON,1,L1001 寠柧偗缸萏邥s椙
90,2022/12/19,09:32:54,65,ON,2,L1002 墶寠枹娧捠堎忢
91,2022/12/19,08:56:24,34,ON,6,L1006 娧捠摦嶌晄椙
92,2022/12/19,08:22:03,25,ON,1,L1001 寠柧偗缸萏邥s椙
93,2022/12/19,08:21:36,24,ON,1,L1001 寠柧偗缸萏邥s椙
94,2022/12/19,08:21:11,229,ON,4,L1004 庱壓埵抲晄椙
95,2022/12/19,08:20:26,228,ON,4,L1004 庱壓埵抲晄椙
96,2022/12/16,18:42:58,227,ON,4,L1004 庱壓埵抲晄椙
97,2022/12/16,18:07:49,226,ON,4,L1004 庱壓埵抲晄椙
98,2022/12/16,17:48:59,610,ON,54,L1306 冻菽据话堎忢
99,2022/12/16,17:15:42,225,ON,4,L1004 庱壓埵抲晄椙
100,2022/12/16,16:15:17,609,ON,54,L1306 冻菽据话堎忢
101,2022/12/16,16:01:39,224,ON,4,L1004 庱壓埵抲晄椙
102,2022/12/16,15:19:08,608,ON,54,L1306 冻菽据话堎忢
103,2022/12/16,13:49:16,64,ON,48,L1300 巆棷馨笇煉m堎忢
104,2022/12/16,13:14:30,607,ON,54,L1306 冻菽据话堎忢
105,2022/12/16,12:17:31,223,ON,4,L1004 庱壓埵抲晄椙
106,2022/12/16,12:09:12,222,ON,4,L1004 庱壓埵抲晄椙
107,2022/12/16,12:07:29,221,ON,4,L1004 庱壓埵抲晄椙
108,2022/12/16,12:03:54,220,ON,4,L1004 庱壓埵抲晄椙
109,2022/12/16,11:37:57,219,ON,4,L1004 庱壓埵抲晄椙
110,2022/12/16,11:32:51,218,ON,4,L1004 庱壓埵抲晄椙
111,2022/12/16,11:30:47,606,ON,54,L1306 冻菽据话堎忢
112,2022/12/16,10:34:39,64,ON,2,L1002 墶寠枹娧捠堎忢
113,2022/12/16,10:33:01,217,ON,4,L1004 庱壓埵抲晄椙
114,2022/12/15,17:45:00,605,ON,54,L1306 冻菽据话堎忢
115,2022/12/15,16:08:13,604,ON,54,L1306 冻菽据话堎忢
116,2022/12/15,15:31:22,216,ON,4,L1004 庱壓埵抲晄椙
117,2022/12/15,14:31:39,603,ON,54,L1306 冻菽据话堎忢
118,2022/12/15,12:59:16,602,ON,54,L1306 冻菽据话堎忢
119,2022/12/15,12:15:57,63,ON,48,L1300 巆棷馨笇煉m堎忢
120,2022/12/15,12:13:46,601,ON,54,L1306 冻菽据话堎忢
121,2022/12/15,11:22:31,600,ON,54,L1306 冻菽据话堎忢
122,2022/12/15,10:20:50,599,ON,54,L1306 冻菽据话堎忢
123,2022/12/15,10:01:52,62,ON,48,L1300 巆棷馨笇煉m堎忢
124,2022/12/15,09:01:23,61,ON,48,L1300 巆棷馨笇煉m堎忢
125,2022/12/14,17:43:58,598,ON,54,L1306 冻菽据话堎忢
126,2022/12/14,17:18:11,215,ON,4,L1004 庱壓埵抲晄椙
127,2022/12/14,16:53:18,597,ON,54,L1306 冻菽据话堎忢
128,2022/12/14,16:04:20,596,ON,54,L1306 冻菽据话堎忢
129,2022/12/14,15:20:03,214,ON,4,L1004 庱壓埵抲晄椙
130,2022/12/14,15:17:10,595,ON,54,L1306 冻菽据话堎忢
131,2022/12/14,15:14:59,213,ON,4,L1004 庱壓埵抲晄椙
132,2022/12/14,15:13:58,212,ON,4,L1004 庱壓埵抲晄椙
133,2022/12/14,15:12:54,211,ON,4,L1004 庱壓埵抲晄椙
134,2022/12/14,14:14:41,210,ON,4,L1004 庱壓埵抲晄椙
135,2022/12/14,14:06:01,209,ON,4,L1004 庱壓埵抲晄椙
136,2022/12/14,13:59:46,594,ON,54,L1306 冻菽据话堎忢
137,2022/12/14,12:46:36,593,ON,54,L1306 冻菽据话堎忢
138,2022/12/14,12:12:54,208,ON,4,L1004 庱壓埵抲晄椙
139,2022/12/14,11:55:17,592,ON,54,L1306 冻菽据话堎忢
140,2022/12/14,11:11:00,591,ON,54,L1306 冻菽据话堎忢
141,2022/12/13,15:46:31,590,ON,54,L1306 冻菽据话堎忢
142,2022/12/13,15:30:21,207,ON,4,L1004 庱壓埵抲晄椙
143,2022/12/13,14:23:45,589,ON,54,L1306 冻菽据话堎忢
144,2022/12/13,13:01:02,588,ON,54,L1306 冻菽据话堎忢
145,2022/12/13,10:40:52,587,ON,54,L1306 冻菽据话堎忢
146,2022/12/13,09:52:52,206,ON,4,L1004 庱壓埵抲晄椙
147,2022/12/13,09:10:00,586,ON,54,L1306 冻菽据话堎忢
148,2022/12/12,18:35:02,585,ON,54,L1306 冻菽据话堎忢
149,2022/12/12,15:46:51,584,ON,54,L1306 冻菽据话堎忢
150,2022/12/12,15:02:57,583,ON,54,L1306 冻菽据话堎忢
151,2022/12/12,14:14:59,582,ON,54,L1306 冻菽据话堎忢
152,2022/12/12,12:57:14,581,ON,54,L1306 冻菽据话堎忢
153,2022/12/12,11:01:32,580,ON,54,L1306 冻菽据话堎忢
154,2022/12/12,10:36:08,205,ON,4,L1004 庱壓埵抲晄椙
155,2022/12/12,10:12:54,579,ON,54,L1306 冻菽据话堎忢
156,2022/12/12,09:27:49,578,ON,54,L1306 冻菽据话堎忢
157,2022/12/12,08:41:31,577,ON,54,L1306 冻菽据话堎忢
158,2022/12/10,10:43:28,576,ON,54,L1306 冻菽据话堎忢
159,2022/12/10,09:57:56,575,ON,54,L1306 冻菽据话堎忢
160,2022/12/09,16:49:06,574,ON,54,L1306 冻菽据话堎忢
161,2022/12/09,16:07:50,573,ON,54,L1306 冻菽据话堎忢
162,2022/12/09,15:18:43,572,ON,54,L1306 冻菽据话堎忢
163,2022/12/09,15:08:40,63,ON,2,L1002 墶寠枹娧捠堎忢
164,2022/12/09,15:07:43,33,ON,6,L1006 娧捠摦嶌晄椙
165,2022/12/09,14:14:47,571,ON,54,L1306 冻菽据话堎忢
166,2022/12/09,12:55:43,570,ON,54,L1306 冻菽据话堎忢
167,2022/12/09,12:09:52,569,ON,54,L1306 冻菽据话堎忢
168,2022/12/09,11:32:11,62,ON,2,L1002 墶寠枹娧捠堎忢
169,2022/12/09,11:17:48,568,ON,54,L1306 冻菽据话堎忢
170,2022/12/09,10:10:12,61,ON,2,L1002 墶寠枹娧捠堎忢
171,2022/12/09,10:04:01,204,ON,4,L1004 庱壓埵抲晄椙
172,2022/12/09,09:17:25,1,ON,32,L1200 旕忢掆巭PB専弌
173,2022/12/09,09:17:23,32,ON,6,L1006 娧捠摦嶌晄椙
174,2022/12/09,09:13:06,31,ON,6,L1006 娧捠摦嶌晄椙
175,2022/12/08,17:53:38,567,ON,54,L1306 冻菽据话堎忢
176,2022/12/08,15:30:19,203,ON,4,L1004 庱壓埵抲晄椙
177,2022/12/08,15:27:31,60,ON,48,L1300 巆棷馨笇煉m堎忢
178,2022/12/08,15:24:46,59,ON,48,L1300 巆棷馨笇煉m堎忢
179,2022/12/08,15:15:06,566,ON,54,L1306 冻菽据话堎忢
180,2022/12/08,15:05:24,50,ON,0,L1000 埨慡缸堎忢
181,2022/12/08,14:27:42,565,ON,54,L1306 冻菽据话堎忢
182,2022/12/08,13:58:27,202,ON,4,L1004 庱壓埵抲晄椙
183,2022/12/08,12:55:29,564,ON,54,L1306 冻菽据话堎忢
184,2022/12/08,12:13:30,563,ON,54,L1306 冻菽据话堎忢
185,2022/12/08,11:45:57,201,ON,4,L1004 庱壓埵抲晄椙
186,2022/12/08,11:13:23,30,ON,6,L1006 娧捠摦嶌晄椙
187,2022/12/08,11:08:17,29,ON,6,L1006 娧捠摦嶌晄椙
188,2022/12/08,11:06:16,60,ON,2,L1002 墶寠枹娧捠堎忢
189,2022/12/08,10:25:44,562,ON,54,L1306 冻菽据话堎忢
190,2022/12/07,15:27:19,58,ON,48,L1300 巆棷馨笇煉m堎忢
191,2022/12/07,14:56:28,561,ON,54,L1306 冻菽据话堎忢
192,2022/12/07,14:35:32,57,ON,48,L1300 巆棷馨笇煉m堎忢
193,2022/12/07,12:44:40,560,ON,54,L1306 冻菽据话堎忢
194,2022/12/07,12:16:40,56,ON,48,L1300 巆棷馨笇煉m堎忢
195,2022/12/07,11:58:04,559,ON,54,L1306 冻菽据话堎忢
196,2022/12/07,11:39:23,55,ON,48,L1300 巆棷馨笇煉m堎忢
197,2022/12/07,10:03:27,558,ON,54,L1306 冻菽据话堎忢
198,2022/12/07,09:52:43,200,ON,4,L1004 庱壓埵抲晄椙
199,2022/12/07,09:14:58,23,ON,1,L1001 寠柧偗缸萏邥s椙
200,2022/12/07,09:12:10,22,ON,1,L1001 寠柧偗缸萏邥s椙
201,2022/12/07,09:03:25,21,ON,1,L1001 寠柧偗缸萏邥s椙
202,2022/12/07,09:02:56,20,ON,1,L1001 寠柧偗缸萏邥s椙
203,2022/12/07,08:50:52,199,ON,4,L1004 庱壓埵抲晄椙
204,2022/12/07,08:43:02,198,ON,4,L1004 庱壓埵抲晄椙
205,2022/12/06,17:04:09,197,ON,4,L1004 庱壓埵抲晄椙
206,2022/12/06,16:50:12,557,ON,54,L1306 冻菽据话堎忢
207,2022/12/06,15:58:22,556,ON,54,L1306 冻菽据话堎忢
208,2022/12/06,15:08:58,555,ON,54,L1306 冻菽据话堎忢
209,2022/12/06,14:22:27,554,ON,54,L1306 冻菽据话堎忢
210,2022/12/06,11:42:18,54,ON,48,L1300 巆棷馨笇煉m堎忢
211,2022/12/06,10:53:49,553,ON,54,L1306 冻菽据话堎忢
212,2022/12/05,14:41:32,53,ON,48,L1300 巆棷馨笇煉m堎忢
213,2022/12/05,11:41:01,552,ON,54,L1306 冻菽据话堎忢
214,2022/12/05,11:32:20,19,ON,1,L1001 寠柧偗缸萏邥s椙
215,2022/12/05,11:32:14,18,ON,1,L1001 寠柧偗缸萏邥s椙
216,2022/12/05,11:31:38,196,ON,4,L1004 庱壓埵抲晄椙
217,2022/12/05,10:55:09,551,ON,54,L1306 冻菽据话堎忢
218,2022/12/05,10:27:24,52,ON,48,L1300 巆棷馨笇煉m堎忢
219,2022/12/05,10:03:31,550,ON,54,L1306 冻菽据话堎忢
220,2022/12/02,18:40:38,549,ON,54,L1306 冻菽据话堎忢
221,2022/12/02,17:02:21,17,ON,1,L1001 寠柧偗缸萏邥s椙
222,2022/12/02,17:02:14,16,ON,1,L1001 寠柧偗缸萏邥s椙
223,2022/12/02,17:01:40,15,ON,1,L1001 寠柧偗缸萏邥s椙
224,2022/12/02,16:54:19,28,ON,6,L1006 娧捠摦嶌晄椙
225,2022/12/02,16:45:41,59,ON,2,L1002 墶寠枹娧捠堎忢
226,2022/12/02,14:50:17,195,ON,4,L1004 庱壓埵抲晄椙
227,2022/12/02,14:32:27,49,ON,0,L1000 埨慡缸堎忢
228,2022/12/02,14:04:35,548,ON,54,L1306 冻菽据话堎忢
229,2022/12/02,11:53:07,547,ON,54,L1306 冻菽据话堎忢
230,2022/12/02,11:15:50,194,ON,4,L1004 庱壓埵抲晄椙
231,2022/12/02,10:40:04,193,ON,4,L1004 庱壓埵抲晄椙
232,2022/12/02,09:36:24,546,ON,54,L1306 冻菽据话堎忢
233,2022/12/01,18:55:55,192,ON,4,L1004 庱壓埵抲晄椙
234,2022/12/01,18:54:45,27,ON,6,L1006 娧捠摦嶌晄椙
235,2022/12/01,16:54:45,51,ON,48,L1300 巆棷馨笇煉m堎忢
236,2022/12/01,16:20:49,545,ON,54,L1306 冻菽据话堎忢
237,2022/12/01,15:32:49,544,ON,54,L1306 冻菽据话堎忢
238,2022/12/01,14:45:32,543,ON,54,L1306 冻菽据话堎忢
239,2022/12/01,13:59:41,48,ON,0,L1000 埨慡缸堎忢
240,2022/12/01,13:58:00,542,ON,54,L1306 冻菽据话堎忢
241,2022/12/01,11:23:46,541,ON,54,L1306 冻菽据话堎忢
242,2022/12/01,09:50:23,540,ON,54,L1306 冻菽据话堎忢
243,2022/11/30,17:09:52,539,ON,54,L1306 冻菽据话堎忢
244,2022/11/30,16:17:12,538,ON,54,L1306 冻菽据话堎忢
245,2022/11/30,15:31:32,537,ON,54,L1306 冻菽据话堎忢
246,2022/11/30,14:32:14,536,ON,54,L1306 冻菽据话堎忢
247,2022/11/30,11:34:14,535,ON,54,L1306 冻菽据话堎忢
248,2022/11/30,10:50:27,534,ON,54,L1306 冻菽据话堎忢
249,2022/11/30,09:58:28,533,ON,54,L1306 冻菽据话堎忢
250,2022/11/30,09:15:32,532,ON,54,L1306 冻菽据话堎忢
251,2022/11/30,08:34:14,191,ON,4,L1004 庱壓埵抲晄椙
252,2022/11/30,08:33:56,190,ON,4,L1004 庱壓埵抲晄椙
253,2022/11/30,08:33:47,189,ON,4,L1004 庱壓埵抲晄椙
254,2022/11/30,08:32:56,188,ON,4,L1004 庱壓埵抲晄椙
255,2022/11/30,08:32:45,187,ON,4,L1004 庱壓埵抲晄椙
256,2022/11/30,08:31:48,186,ON,4,L1004 庱壓埵抲晄椙
257,2022/11/29,15:47:11,531,ON,54,L1306 冻菽据话堎忢
258,2022/11/29,14:23:17,530,ON,54,L1306 冻菽据话堎忢
259,2022/11/29,14:17:30,50,ON,48,L1300 巆棷馨笇煉m堎忢
260,2022/11/29,14:15:40,49,ON,48,L1300 巆棷馨笇煉m堎忢
261,2022/11/29,14:14:42,48,ON,48,L1300 巆棷馨笇煉m堎忢
262,2022/11/29,14:14:11,185,ON,4,L1004 庱壓埵抲晄椙
263,2022/11/29,14:14:10,3,ON,3,L1003 莎翍O恑晄椙
264,2022/11/29,13:25:03,184,ON,4,L1004 庱壓埵抲晄椙
265,2022/11/29,13:24:25,183,ON,4,L1004 庱壓埵抲晄椙
266,2022/11/29,13:23:50,14,ON,1,L1001 寠柧偗缸萏邥s椙
267,2022/11/29,13:23:39,13,ON,1,L1001 寠柧偗缸萏邥s椙
268,2022/11/29,13:23:29,12,ON,1,L1001 寠柧偗缸萏邥s椙
269,2022/11/29,13:23:21,11,ON,1,L1001 寠柧偗缸萏邥s椙
270,2022/11/29,13:23:09,10,ON,1,L1001 寠柧偗缸萏邥s椙
271,2022/11/29,13:23:02,182,ON,4,L1004 庱壓埵抲晄椙
272,2022/11/29,13:23:02,9,ON,1,L1001 寠柧偗缸萏邥s椙
273,2022/11/29,12:29:00,181,ON,4,L1004 庱壓埵抲晄椙
274,2022/11/29,12:27:30,47,ON,0,L1000 埨慡缸堎忢
275,2022/11/29,12:24:30,529,ON,54,L1306 冻菽据话堎忢
276,2022/11/29,11:16:17,180,ON,4,L1004 庱壓埵抲晄椙
277,2022/11/29,10:46:02,528,ON,54,L1306 冻菽据话堎忢
278,2022/11/29,10:03:54,527,ON,54,L1306 冻菽据话堎忢
279,2022/11/29,09:32:49,58,ON,2,L1002 墶寠枹娧捠堎忢
280,2022/11/29,09:31:48,57,ON,2,L1002 墶寠枹娧捠堎忢
281,2022/11/29,09:30:52,56,ON,2,L1002 墶寠枹娧捠堎忢
282,2022/11/28,18:07:08,179,ON,4,L1004 庱壓埵抲晄椙
283,2022/11/28,15:40:08,526,ON,54,L1306 冻菽据话堎忢
284,2022/11/28,13:13:11,525,ON,54,L1306 冻菽据话堎忢
285,2022/11/28,12:28:22,524,ON,54,L1306 冻菽据话堎忢
286,2022/11/28,11:41:01,523,ON,54,L1306 冻菽据话堎忢
287,2022/11/28,11:11:26,178,ON,4,L1004 庱壓埵抲晄椙
288,2022/11/28,10:53:42,522,ON,54,L1306 冻菽据话堎忢
289,2022/11/28,10:29:42,55,ON,2,L1002 墶寠枹娧捠堎忢
290,2022/11/28,10:28:19,54,ON,2,L1002 墶寠枹娧捠堎忢
291,2022/11/28,10:14:13,177,ON,4,L1004 庱壓埵抲晄椙
292,2022/11/26,14:45:30,521,ON,54,L1306 冻菽据话堎忢
293,2022/11/26,11:41:03,520,ON,54,L1306 冻菽据话堎忢
294,2022/11/26,11:07:24,46,ON,0,L1000 埨慡缸堎忢
295,2022/11/26,10:15:14,519,ON,54,L1306 冻菽据话堎忢
296,2022/11/26,09:30:31,176,ON,4,L1004 庱壓埵抲晄椙
297,2022/11/26,09:22:35,175,ON,4,L1004 庱壓埵抲晄椙
298,2022/11/26,09:21:36,174,ON,4,L1004 庱壓埵抲晄椙
299,2022/11/26,09:19:37,173,ON,4,L1004 庱壓埵抲晄椙
300,2022/11/25,18:01:28,172,ON,4,L1004 庱壓埵抲晄椙
301,2022/11/25,17:10:48,171,ON,4,L1004 庱壓埵抲晄椙
302,2022/11/25,16:22:23,170,ON,4,L1004 庱壓埵抲晄椙
303,2022/11/25,14:37:56,169,ON,4,L1004 庱壓埵抲晄椙
304,2022/11/25,13:36:41,168,ON,4,L1004 庱壓埵抲晄椙
305,2022/11/25,13:13:11,167,ON,4,L1004 庱壓埵抲晄椙
306,2022/11/25,12:44:53,166,ON,4,L1004 庱壓埵抲晄椙
307,2022/11/25,10:47:15,165,ON,4,L1004 庱壓埵抲晄椙
308,2022/11/25,09:31:31,518,ON,54,L1306 冻菽据话堎忢
309,2022/11/25,08:43:37,164,ON,4,L1004 庱壓埵抲晄椙
310,2022/11/24,17:09:39,53,ON,2,L1002 墶寠枹娧捠堎忢
311,2022/11/24,17:09:05,163,ON,4,L1004 庱壓埵抲晄椙
312,2022/11/24,14:45:14,517,ON,54,L1306 冻菽据话堎忢
313,2022/11/24,12:28:49,516,ON,54,L1306 冻菽据话堎忢
314,2022/11/24,11:41:31,515,ON,54,L1306 冻菽据话堎忢
315,2022/11/24,10:56:37,514,ON,54,L1306 冻菽据话堎忢
316,2022/11/24,10:55:28,513,ON,54,L1306 冻菽据话堎忢
317,2022/11/24,10:09:02,512,ON,54,L1306 冻菽据话堎忢
318,2022/11/24,10:07:55,511,ON,54,L1306 冻菽据话堎忢
319,2022/11/24,09:14:44,52,ON,2,L1002 墶寠枹娧捠堎忢
320,2022/11/23,17:33:00,510,ON,54,L1306 冻菽据话堎忢
321,2022/11/23,16:45:11,509,ON,54,L1306 冻菽据话堎忢
322,2022/11/23,15:56:26,508,ON,54,L1306 冻菽据话堎忢
323,2022/11/23,15:27:48,162,ON,4,L1004 庱壓埵抲晄椙
324,2022/11/23,15:04:52,507,ON,54,L1306 冻菽据话堎忢
325,2022/11/23,13:59:38,506,ON,54,L1306 冻菽据话堎忢
326,2022/11/23,12:50:20,505,ON,54,L1306 冻菽据话堎忢
327,2022/11/23,10:15:57,504,ON,54,L1306 冻菽据话堎忢
328,2022/11/23,09:47:05,161,ON,4,L1004 庱壓埵抲晄椙
329,2022/11/23,09:43:34,160,ON,4,L1004 庱壓埵抲晄椙
330,2022/11/23,09:28:56,503,ON,54,L1306 冻菽据话堎忢
331,2022/11/23,08:42:31,8,ON,1,L1001 寠柧偗缸萏邥s椙
332,2022/11/23,08:42:06,7,ON,1,L1001 寠柧偗缸萏邥s椙
333,2022/11/23,08:36:12,502,ON,54,L1306 冻菽据话堎忢
334,2022/11/22,18:30:01,501,ON,54,L1306 冻菽据话堎忢
335,2022/11/22,14:54:14,500,ON,54,L1306 冻菽据话堎忢
336,2022/11/22,14:25:28,45,ON,0,L1000 埨慡缸堎忢
337,2022/11/22,13:05:52,499,ON,54,L1306 冻菽据话堎忢
338,2022/11/22,11:26:05,498,ON,54,L1306 冻菽据话堎忢
339,2022/11/22,10:35:36,497,ON,54,L1306 冻菽据话堎忢
340,2022/11/22,09:36:41,496,ON,54,L1306 冻菽据话堎忢
341,2022/11/21,18:25:24,495,ON,54,L1306 冻菽据话堎忢
342,2022/11/21,14:51:19,494,ON,54,L1306 冻菽据话堎忢
343,2022/11/21,14:03:19,493,ON,54,L1306 冻菽据话堎忢
344,2022/11/21,12:35:58,159,ON,4,L1004 庱壓埵抲晄椙
345,2022/11/21,12:30:26,158,ON,4,L1004 庱壓埵抲晄椙
346,2022/11/21,12:09:45,492,ON,54,L1306 冻菽据话堎忢
347,2022/11/21,11:04:40,157,ON,4,L1004 庱壓埵抲晄椙
348,2022/11/21,09:47:51,491,ON,54,L1306 冻菽据话堎忢
349,2022/11/18,16:02:56,490,ON,54,L1306 冻菽据话堎忢
350,2022/11/18,15:53:52,489,ON,54,L1306 冻菽据话堎忢
351,2022/11/18,15:09:55,488,ON,54,L1306 冻菽据话堎忢
352,2022/11/18,14:51:19,156,ON,4,L1004 庱壓埵抲晄椙
353,2022/11/18,14:30:08,155,ON,4,L1004 庱壓埵抲晄椙
354,2022/11/18,14:20:32,154,ON,4,L1004 庱壓埵抲晄椙
355,2022/11/18,14:14:05,153,ON,4,L1004 庱壓埵抲晄椙
356,2022/11/18,13:55:23,152,ON,4,L1004 庱壓埵抲晄椙
357,2022/11/18,12:03:52,487,ON,54,L1306 冻菽据话堎忢
358,2022/11/18,11:31:35,6,ON,1,L1001 寠柧偗缸萏邥s椙
