ALARM ID,0,,,,,
DATE,2023/4/27,12:13:16,,,,
,,,,,,
No,DATE,TIME,COUNT,STATUS,ALARM No,MESSAGE
419,2023/04/17,12:30:40,27,ON,54,ｶｳﾝﾄ用ｾﾝｻｰ異常
420,2023/04/17,12:10:00,252,ON,0,安全クラッチ異常
421,2023/04/17,09:39:20,940,ON,34,ワーク無し異常
422,2023/04/17,09:22:27,449,ON,4,首下位置不良
423,2023/04/17,09:22:09,965,ON,2,横穴未貫通異常
424,2023/04/14,18:14:23,939,ON,34,ワーク無し異常
425,2023/04/14,14:49:13,26,ON,54,ｶｳﾝﾄ用ｾﾝｻｰ異常
426,2023/04/14,13:02:20,251,ON,0,安全クラッチ異常
427,2023/04/14,12:56:58,250,ON,0,安全クラッチ異常
428,2023/04/14,12:56:05,249,ON,0,安全クラッチ異常
429,2023/04/14,12:52:49,185,ON,3,ノッチ前進不良
430,2023/04/14,11:35:08,448,ON,4,首下位置不良
431,2023/04/14,11:34:47,964,ON,2,横穴未貫通異常
432,2023/04/13,18:59:02,938,ON,34,ワーク無し異常
433,2023/04/13,17:21:09,937,ON,34,ワーク無し異常
434,2023/04/13,11:33:30,936,ON,34,ワーク無し異常
435,2023/04/13,10:42:18,935,ON,34,ワーク無し異常
436,2023/04/13,09:38:02,248,ON,0,安全クラッチ異常
437,2023/04/13,09:37:03,247,ON,0,安全クラッチ異常
438,2023/04/12,18:36:44,963,ON,2,横穴未貫通異常
439,2023/04/12,11:47:22,934,ON,34,ワーク無し異常
440,2023/04/11,19:22:23,246,ON,0,安全クラッチ異常
441,2023/04/11,18:49:54,933,ON,34,ワーク無し異常
442,2023/04/11,18:29:04,932,ON,34,ワーク無し異常
443,2023/04/11,17:52:40,931,ON,34,ワーク無し異常
444,2023/04/11,16:56:00,245,ON,0,安全クラッチ異常
445,2023/04/11,16:02:25,184,ON,3,ノッチ前進不良
446,2023/04/11,15:56:00,930,ON,34,ワーク無し異常
447,2023/04/11,14:55:58,929,ON,34,ワーク無し異常
448,2023/04/11,10:30:55,928,ON,34,ワーク無し異常
449,2023/04/11,09:36:24,927,ON,34,ワーク無し異常
450,2023/04/11,09:12:31,447,ON,4,首下位置不良
451,2023/04/11,09:12:08,962,ON,2,横穴未貫通異常
452,2023/04/10,17:50:21,926,ON,34,ワーク無し異常
453,2023/04/10,17:25:06,925,ON,34,ワーク無し異常
454,2023/04/10,15:16:28,924,ON,34,ワーク無し異常
455,2023/04/10,14:08:02,923,ON,34,ワーク無し異常
456,2023/04/10,13:18:52,922,ON,34,ワーク無し異常
457,2023/04/10,12:29:07,921,ON,34,ワーク無し異常
458,2023/04/10,09:22:30,446,ON,4,首下位置不良
459,2023/04/10,09:22:04,961,ON,2,横穴未貫通異常
460,2023/04/08,09:22:19,445,ON,4,首下位置不良
461,2023/04/08,09:21:47,960,ON,2,横穴未貫通異常
462,2023/04/07,17:42:29,920,ON,34,ワーク無し異常
463,2023/04/07,16:39:05,183,ON,3,ノッチ前進不良
464,2023/04/07,16:39:04,919,ON,34,ワーク無し異常
465,2023/04/07,12:29:48,918,ON,34,ワーク無し異常
466,2023/04/07,11:04:38,917,ON,34,ワーク無し異常
467,2023/04/07,10:51:47,444,ON,4,首下位置不良
468,2023/04/07,10:51:18,959,ON,2,横穴未貫通異常
469,2023/04/04,11:51:31,7,ON,32,非常停止PB検出
470,2023/04/04,11:51:16,6,ON,32,非常停止PB検出
471,2023/04/03,19:01:27,916,ON,34,ワーク無し異常
472,2023/04/03,18:49:21,915,ON,34,ワーク無し異常
473,2023/04/03,17:08:53,182,ON,3,ノッチ前進不良
474,2023/04/03,17:08:52,914,ON,34,ワーク無し異常
475,2023/04/03,16:43:14,913,ON,34,ワーク無し異常
476,2023/04/03,13:57:00,912,ON,34,ワーク無し異常
477,2023/04/03,12:37:06,911,ON,34,ワーク無し異常
478,2023/04/03,12:26:33,443,ON,4,首下位置不良
479,2023/04/03,11:40:38,442,ON,4,首下位置不良
480,2023/04/01,16:22:06,910,ON,34,ワーク無し異常
481,2023/04/01,09:16:38,441,ON,4,首下位置不良
482,2023/04/01,09:16:16,958,ON,2,横穴未貫通異常
483,2023/03/31,19:55:11,909,ON,34,ワーク無し異常
484,2023/03/31,19:00:16,908,ON,34,ワーク無し異常
485,2023/03/31,18:01:55,244,ON,0,安全クラッチ異常
486,2023/03/31,16:35:20,907,ON,34,ワーク無し異常
487,2023/03/31,15:13:44,906,ON,34,ワーク無し異常
488,2023/03/31,13:58:13,905,ON,34,ワーク無し異常
489,2023/03/30,19:33:20,181,ON,3,ノッチ前進不良
490,2023/03/30,19:33:19,904,ON,34,ワーク無し異常
491,2023/03/30,19:25:48,180,ON,3,ノッチ前進不良
492,2023/03/30,19:25:47,903,ON,34,ワーク無し異常
493,2023/03/30,17:21:31,902,ON,34,ワーク無し異常
494,2023/03/30,16:02:11,901,ON,34,ワーク無し異常
495,2023/03/30,14:58:36,900,ON,34,ワーク無し異常
496,2023/03/30,14:58:36,179,ON,3,ノッチ前進不良
497,2023/03/30,13:18:51,899,ON,34,ワーク無し異常
498,2023/03/30,11:11:41,898,ON,34,ワーク無し異常
499,2023/03/30,10:24:27,897,ON,34,ワーク無し異常
500,2023/03/29,18:40:22,896,ON,34,ワーク無し異常
501,2023/03/29,17:50:17,895,ON,34,ワーク無し異常
502,2023/03/29,16:43:00,894,ON,34,ワーク無し異常
503,2023/03/29,15:34:14,243,ON,0,安全クラッチ異常
504,2023/03/29,13:55:42,893,ON,34,ワーク無し異常
505,2023/03/29,11:43:53,957,ON,2,横穴未貫通異常
506,2023/03/29,11:42:57,956,ON,2,横穴未貫通異常
507,2023/03/29,09:12:07,440,ON,4,首下位置不良
508,2023/03/28,18:24:58,892,ON,34,ワーク無し異常
509,2023/03/28,13:37:42,891,ON,34,ワーク無し異常
510,2023/03/23,12:56:47,890,ON,34,ワーク無し異常
511,2023/03/23,09:49:28,178,ON,3,ノッチ前進不良
512,2023/03/23,09:49:27,889,ON,34,ワーク無し異常
513,2023/03/23,09:41:10,242,ON,0,安全クラッチ異常
514,2023/03/23,09:33:52,241,ON,0,安全クラッチ異常
515,2023/03/22,19:22:41,888,ON,34,ワーク無し異常
516,2023/03/22,15:17:03,887,ON,34,ワーク無し異常
517,2023/03/22,11:42:51,886,ON,34,ワーク無し異常
518,2023/03/22,10:35:20,885,ON,34,ワーク無し異常
519,2023/03/22,09:03:41,439,ON,4,首下位置不良
520,2023/03/22,09:03:14,955,ON,2,横穴未貫通異常
521,2023/03/21,18:47:37,177,ON,3,ノッチ前進不良
522,2023/03/21,18:47:36,884,ON,34,ワーク無し異常
523,2023/03/21,16:34:14,883,ON,34,ワーク無し異常
524,2023/03/21,14:32:12,882,ON,34,ワーク無し異常
525,2023/03/21,14:27:08,881,ON,34,ワーク無し異常
526,2023/03/21,13:31:37,954,ON,2,横穴未貫通異常
527,2023/03/21,09:11:35,438,ON,4,首下位置不良
528,2023/03/21,09:11:18,953,ON,2,横穴未貫通異常
529,2023/03/20,17:31:40,176,ON,3,ノッチ前進不良
530,2023/03/20,17:31:39,880,ON,34,ワーク無し異常
531,2023/03/20,16:33:00,952,ON,2,横穴未貫通異常
532,2023/03/20,16:16:47,879,ON,34,ワーク無し異常
533,2023/03/20,10:26:58,878,ON,34,ワーク無し異常
534,2023/03/20,09:20:07,12,ON,53,首下位置ｾﾝｻｰ異常
535,2023/03/20,09:15:50,877,ON,34,ワーク無し異常
536,2023/03/20,09:06:04,175,ON,3,ノッチ前進不良
537,2023/03/18,13:58:33,876,ON,34,ワーク無し異常
538,2023/03/18,09:58:10,951,ON,2,横穴未貫通異常
539,2023/03/18,09:34:23,875,ON,34,ワーク無し異常
540,2023/03/18,09:26:07,240,ON,0,安全クラッチ異常
541,2023/03/17,19:39:39,36,ON,48,排出残留ﾜｰｸ検知異常
542,2023/03/17,19:09:05,874,ON,34,ワーク無し異常
543,2023/03/17,18:02:06,174,ON,3,ノッチ前進不良
544,2023/03/17,16:44:51,873,ON,34,ワーク無し異常
545,2023/03/17,15:18:44,173,ON,3,ノッチ前進不良
546,2023/03/17,15:18:43,872,ON,34,ワーク無し異常
547,2023/03/17,11:20:31,871,ON,34,ワーク無し異常
548,2023/03/17,10:17:52,870,ON,34,ワーク無し異常
549,2023/03/17,09:21:27,239,ON,0,安全クラッチ異常
550,2023/03/17,09:16:53,25,ON,54,ｶｳﾝﾄ用ｾﾝｻｰ異常
551,2023/03/17,09:12:07,238,ON,0,安全クラッチ異常
552,2023/03/16,19:29:01,172,ON,3,ノッチ前進不良
553,2023/03/16,16:45:26,437,ON,4,首下位置不良
554,2023/03/16,16:01:21,869,ON,34,ワーク無し異常
555,2023/03/16,12:08:41,868,ON,34,ワーク無し異常
556,2023/03/15,16:48:27,867,ON,34,ワーク無し異常
557,2023/03/14,19:57:03,866,ON,34,ワーク無し異常
558,2023/03/14,16:55:43,865,ON,34,ワーク無し異常
559,2023/03/14,15:20:16,864,ON,34,ワーク無し異常
560,2023/03/14,14:11:18,863,ON,34,ワーク無し異常
561,2023/03/14,13:22:05,862,ON,34,ワーク無し異常
562,2023/03/14,12:34:30,436,ON,4,首下位置不良
563,2023/03/14,12:34:06,950,ON,2,横穴未貫通異常
564,2023/03/10,11:51:08,861,ON,34,ワーク無し異常
565,2023/03/10,10:51:48,860,ON,34,ワーク無し異常
566,2023/03/09,18:45:18,859,ON,34,ワーク無し異常
567,2023/03/09,17:01:01,858,ON,34,ワーク無し異常
568,2023/03/09,10:33:42,857,ON,34,ワーク無し異常
569,2023/03/09,09:20:18,435,ON,4,首下位置不良
570,2023/03/09,09:19:59,949,ON,2,横穴未貫通異常
571,2023/03/08,19:54:12,856,ON,34,ワーク無し異常
572,2023/03/08,18:38:40,855,ON,34,ワーク無し異常
573,2023/03/08,16:59:33,854,ON,34,ワーク無し異常
574,2023/03/07,19:36:07,853,ON,34,ワーク無し異常
575,2023/03/07,16:12:10,171,ON,3,ノッチ前進不良
576,2023/03/07,16:10:43,35,ON,48,排出残留ﾜｰｸ検知異常
577,2023/03/07,16:09:44,170,ON,3,ノッチ前進不良
578,2023/03/07,14:13:38,852,ON,34,ワーク無し異常
579,2023/03/07,13:16:26,851,ON,34,ワーク無し異常
580,2023/03/03,10:22:44,850,ON,34,ワーク無し異常
581,2023/03/03,09:15:03,434,ON,4,首下位置不良
582,2023/03/03,09:14:39,948,ON,2,横穴未貫通異常
583,2023/03/01,17:15:10,169,ON,3,ノッチ前進不良
584,2023/03/01,16:08:07,947,ON,2,横穴未貫通異常
585,2023/03/01,15:22:34,849,ON,34,ワーク無し異常
586,2023/03/01,14:35:33,946,ON,2,横穴未貫通異常
587,2023/03/01,13:32:47,848,ON,34,ワーク無し異常
588,2023/03/01,12:44:25,847,ON,34,ワーク無し異常
589,2023/03/01,09:38:12,945,ON,2,横穴未貫通異常
590,2023/02/28,19:14:02,846,ON,34,ワーク無し異常
591,2023/02/28,19:14:02,168,ON,3,ノッチ前進不良
592,2023/02/28,13:15:29,845,ON,34,ワーク無し異常
593,2023/02/28,13:09:26,24,ON,54,ｶｳﾝﾄ用ｾﾝｻｰ異常
594,2023/02/28,11:38:04,844,ON,34,ワーク無し異常
595,2023/02/28,10:05:29,843,ON,34,ワーク無し異常
596,2023/02/28,09:18:09,433,ON,4,首下位置不良
597,2023/02/28,09:17:50,944,ON,2,横穴未貫通異常
598,2023/02/27,20:01:50,842,ON,34,ワーク無し異常
599,2023/02/27,15:23:18,943,ON,2,横穴未貫通異常
600,2023/02/27,14:28:34,432,ON,4,首下位置不良
601,2023/02/10,16:26:24,11,ON,53,首下位置ｾﾝｻｰ異常
602,2023/02/10,16:20:01,841,ON,34,ワーク無し異常
603,2023/02/10,15:51:25,942,ON,2,横穴未貫通異常
604,2023/02/10,15:34:39,431,ON,4,首下位置不良
605,2023/02/10,12:55:35,941,ON,2,横穴未貫通異常
606,2023/02/10,12:19:24,840,ON,34,ワーク無し異常
607,2023/02/10,10:55:30,237,ON,0,安全クラッチ異常
608,2023/02/09,17:26:43,940,ON,2,横穴未貫通異常
609,2023/02/09,16:09:15,839,ON,34,ワーク無し異常
610,2023/02/09,15:22:09,236,ON,0,安全クラッチ異常
611,2023/02/09,15:14:50,167,ON,3,ノッチ前進不良
612,2023/02/09,15:14:49,838,ON,34,ワーク無し異常
613,2023/02/09,13:34:42,837,ON,34,ワーク無し異常
614,2023/02/09,11:55:25,939,ON,2,横穴未貫通異常
615,2023/02/09,11:23:41,235,ON,0,安全クラッチ異常
616,2023/02/08,14:27:43,836,ON,34,ワーク無し異常
617,2023/02/08,13:24:45,835,ON,34,ワーク無し異常
618,2023/02/08,12:00:04,234,ON,0,安全クラッチ異常
619,2023/02/08,11:50:31,938,ON,2,横穴未貫通異常
620,2023/02/08,11:41:14,233,ON,0,安全クラッチ異常
621,2023/02/08,10:52:43,166,ON,3,ノッチ前進不良
622,2023/02/08,10:52:42,834,ON,34,ワーク無し異常
623,2023/02/07,18:06:19,937,ON,2,横穴未貫通異常
624,2023/02/07,18:04:33,833,ON,34,ワーク無し異常
625,2023/02/07,17:11:18,832,ON,34,ワーク無し異常
626,2023/02/07,15:31:45,831,ON,34,ワーク無し異常
627,2023/02/06,14:10:58,830,ON,34,ワーク無し異常
628,2023/02/06,12:35:32,165,ON,3,ノッチ前進不良
629,2023/02/06,12:32:44,829,ON,34,ワーク無し異常
630,2023/02/06,11:25:52,232,ON,0,安全クラッチ異常
631,2023/02/06,10:57:07,231,ON,0,安全クラッチ異常
632,2023/02/06,10:35:04,936,ON,2,横穴未貫通異常
633,2023/02/06,09:52:39,935,ON,2,横穴未貫通異常
634,2023/02/06,09:17:01,828,ON,34,ワーク無し異常
635,2023/02/06,09:12:32,430,ON,4,首下位置不良
636,2023/02/06,09:12:13,934,ON,2,横穴未貫通異常
637,2023/02/04,12:57:54,933,ON,2,横穴未貫通異常
638,2023/02/04,12:15:15,932,ON,2,横穴未貫通異常
639,2023/02/04,10:36:26,931,ON,2,横穴未貫通異常
640,2023/02/03,19:09:09,164,ON,3,ノッチ前進不良
641,2023/02/03,19:09:08,827,ON,34,ワーク無し異常
642,2023/02/03,18:36:08,930,ON,2,横穴未貫通異常
643,2023/02/03,17:13:48,929,ON,2,横穴未貫通異常
644,2023/02/03,15:03:01,928,ON,2,横穴未貫通異常
645,2023/02/03,14:59:11,927,ON,2,横穴未貫通異常
646,2023/02/03,14:03:16,826,ON,34,ワーク無し異常
647,2023/02/03,13:18:47,926,ON,2,横穴未貫通異常
648,2023/02/03,13:07:39,825,ON,34,ワーク無し異常
649,2023/02/03,12:52:17,57,ON,1,クランプ不良
650,2023/02/03,12:48:04,56,ON,1,クランプ不良
651,2023/02/03,12:47:59,55,ON,1,クランプ不良
652,2023/02/03,12:46:10,230,ON,0,安全クラッチ異常
653,2023/02/03,12:45:45,229,ON,0,安全クラッチ異常
654,2023/02/03,12:44:10,54,ON,1,クランプ不良
655,2023/02/03,12:42:27,53,ON,1,クランプ不良
656,2023/02/03,12:42:06,52,ON,1,クランプ不良
657,2023/02/03,12:41:46,51,ON,1,クランプ不良
658,2023/02/03,12:41:33,50,ON,1,クランプ不良
659,2023/02/03,12:41:17,49,ON,1,クランプ不良
660,2023/02/03,12:41:05,48,ON,1,クランプ不良
661,2023/02/03,12:38:31,47,ON,1,クランプ不良
662,2023/02/03,11:15:31,824,ON,34,ワーク無し異常
663,2023/02/03,10:21:36,46,ON,1,クランプ不良
664,2023/02/03,10:08:10,925,ON,2,横穴未貫通異常
665,2023/02/03,10:02:11,45,ON,1,クランプ不良
666,2023/02/01,16:18:03,163,ON,3,ノッチ前進不良
667,2023/02/01,13:48:01,823,ON,34,ワーク無し異常
668,2023/02/01,12:31:40,924,ON,2,横穴未貫通異常
669,2023/02/01,12:26:59,923,ON,2,横穴未貫通異常
670,2023/02/01,11:20:08,922,ON,2,横穴未貫通異常
671,2023/02/01,11:04:37,921,ON,2,横穴未貫通異常
672,2023/01/31,15:56:38,920,ON,2,横穴未貫通異常
673,2023/01/31,15:46:36,919,ON,2,横穴未貫通異常
674,2023/01/31,15:23:21,918,ON,2,横穴未貫通異常
675,2023/01/31,15:21:09,917,ON,2,横穴未貫通異常
676,2023/01/31,15:14:44,916,ON,2,横穴未貫通異常
677,2023/01/31,15:03:59,915,ON,2,横穴未貫通異常
678,2023/01/31,13:37:39,914,ON,2,横穴未貫通異常
679,2023/01/31,13:13:16,913,ON,2,横穴未貫通異常
680,2023/01/31,13:07:39,912,ON,2,横穴未貫通異常
681,2023/01/31,13:04:07,911,ON,2,横穴未貫通異常
682,2023/01/31,12:29:39,822,ON,34,ワーク無し異常
683,2023/01/31,12:19:28,910,ON,2,横穴未貫通異常
684,2023/01/31,12:13:24,909,ON,2,横穴未貫通異常
685,2023/01/31,11:38:51,908,ON,2,横穴未貫通異常
686,2023/01/31,09:49:32,429,ON,4,首下位置不良
687,2023/01/31,09:49:12,907,ON,2,横穴未貫通異常
688,2023/01/30,18:18:05,821,ON,34,ワーク無し異常
689,2023/01/30,18:18:05,162,ON,3,ノッチ前進不良
690,2023/01/30,17:11:16,820,ON,34,ワーク無し異常
691,2023/01/30,16:14:32,906,ON,2,横穴未貫通異常
692,2023/01/30,13:30:51,819,ON,34,ワーク無し異常
693,2023/01/30,13:10:51,905,ON,2,横穴未貫通異常
694,2023/01/27,11:44:35,10,ON,53,首下位置ｾﾝｻｰ異常
695,2023/01/27,11:43:01,818,ON,34,ワーク無し異常
696,2023/01/27,10:46:21,228,ON,0,安全クラッチ異常
697,2023/01/27,09:27:36,428,ON,4,首下位置不良
698,2023/01/27,09:27:14,904,ON,2,横穴未貫通異常
699,2023/01/26,19:43:36,817,ON,34,ワーク無し異常
700,2023/01/26,16:37:35,161,ON,3,ノッチ前進不良
701,2023/01/26,16:21:59,816,ON,34,ワーク無し異常
702,2023/01/26,14:53:16,903,ON,2,横穴未貫通異常
703,2023/01/26,14:35:13,902,ON,2,横穴未貫通異常
704,2023/01/26,14:34:42,901,ON,2,横穴未貫通異常
705,2023/01/26,14:23:06,900,ON,2,横穴未貫通異常
706,2023/01/26,14:22:58,899,ON,2,横穴未貫通異常
707,2023/01/26,13:28:17,227,ON,0,安全クラッチ異常
708,2023/01/25,11:42:40,226,ON,0,安全クラッチ異常
709,2023/01/25,11:14:02,898,ON,2,横穴未貫通異常
710,2023/01/25,11:03:32,897,ON,2,横穴未貫通異常
711,2023/01/25,10:51:58,815,ON,34,ワーク無し異常
712,2023/01/25,10:32:30,896,ON,2,横穴未貫通異常
713,2023/01/25,09:23:06,895,ON,2,横穴未貫通異常
714,2023/01/25,09:12:58,427,ON,4,首下位置不良
715,2023/01/25,09:12:39,894,ON,2,横穴未貫通異常
716,2023/01/24,19:50:33,814,ON,34,ワーク無し異常
717,2023/01/24,19:27:23,426,ON,4,首下位置不良
718,2023/01/24,19:25:21,225,ON,0,安全クラッチ異常
719,2023/01/24,18:50:44,893,ON,2,横穴未貫通異常
720,2023/01/24,18:24:26,224,ON,0,安全クラッチ異常
721,2023/01/24,17:19:52,892,ON,2,横穴未貫通異常
722,2023/01/24,17:19:47,891,ON,2,横穴未貫通異常
723,2023/01/24,17:16:40,223,ON,0,安全クラッチ異常
724,2023/01/24,16:17:59,813,ON,34,ワーク無し異常
725,2023/01/24,15:54:47,890,ON,2,横穴未貫通異常
726,2023/01/24,12:07:40,812,ON,34,ワーク無し異常
727,2023/01/24,11:39:53,5,ON,32,非常停止PB検出
728,2023/01/24,11:18:05,811,ON,34,ワーク無し異常
729,2023/01/24,11:06:45,889,ON,2,横穴未貫通異常
730,2023/01/24,11:00:36,888,ON,2,横穴未貫通異常
731,2023/01/24,10:13:50,810,ON,34,ワーク無し異常
732,2023/01/23,17:35:22,887,ON,2,横穴未貫通異常
733,2023/01/23,17:33:17,886,ON,2,横穴未貫通異常
734,2023/01/23,17:22:47,885,ON,2,横穴未貫通異常
735,2023/01/23,15:42:14,884,ON,2,横穴未貫通異常
736,2023/01/23,14:56:42,883,ON,2,横穴未貫通異常
737,2023/01/23,13:40:09,882,ON,2,横穴未貫通異常
738,2023/01/20,12:38:23,160,ON,3,ノッチ前進不良
739,2023/01/20,12:38:22,23,ON,54,ｶｳﾝﾄ用ｾﾝｻｰ異常
740,2023/01/20,12:26:45,22,ON,54,ｶｳﾝﾄ用ｾﾝｻｰ異常
741,2023/01/20,12:18:55,21,ON,54,ｶｳﾝﾄ用ｾﾝｻｰ異常
742,2023/01/19,17:46:11,809,ON,34,ワーク無し異常
743,2023/01/19,17:38:38,808,ON,34,ワーク無し異常
744,2023/01/19,16:23:46,222,ON,0,安全クラッチ異常
745,2023/01/19,15:50:12,807,ON,34,ワーク無し異常
746,2023/01/19,13:45:37,806,ON,34,ワーク無し異常
747,2023/01/19,12:39:08,221,ON,0,安全クラッチ異常
748,2023/01/19,12:12:13,220,ON,0,安全クラッチ異常
749,2023/01/19,11:37:38,219,ON,0,安全クラッチ異常
750,2023/01/19,11:24:45,159,ON,3,ノッチ前進不良
751,2023/01/19,11:08:26,881,ON,2,横穴未貫通異常
752,2023/01/18,17:48:48,880,ON,2,横穴未貫通異常
753,2023/01/18,16:28:27,20,ON,54,ｶｳﾝﾄ用ｾﾝｻｰ異常
754,2023/01/18,16:10:47,879,ON,2,横穴未貫通異常
755,2023/01/18,16:05:17,34,ON,48,排出残留ﾜｰｸ検知異常
756,2023/01/18,16:05:17,158,ON,3,ノッチ前進不良
757,2023/01/18,11:03:32,805,ON,34,ワーク無し異常
758,2023/01/18,09:08:42,878,ON,2,横穴未貫通異常
759,2023/01/18,09:01:17,425,ON,4,首下位置不良
760,2023/01/18,09:00:57,877,ON,2,横穴未貫通異常
761,2023/01/17,18:28:55,804,ON,34,ワーク無し異常
762,2023/01/17,17:51:36,876,ON,2,横穴未貫通異常
763,2023/01/17,16:12:46,803,ON,34,ワーク無し異常
764,2023/01/17,15:48:36,218,ON,0,安全クラッチ異常
765,2023/01/11,14:21:22,802,ON,34,ワーク無し異常
766,2023/01/11,13:23:39,801,ON,34,ワーク無し異常
767,2023/01/11,12:25:08,800,ON,34,ワーク無し異常
768,2023/01/11,09:29:15,19,ON,54,ｶｳﾝﾄ用ｾﾝｻｰ異常
769,2023/01/11,09:26:01,875,ON,2,横穴未貫通異常
770,2023/01/10,19:15:04,799,ON,34,ワーク無し異常
771,2023/01/10,18:24:45,798,ON,34,ワーク無し異常
772,2023/01/10,17:56:33,157,ON,3,ノッチ前進不良
773,2023/01/10,17:42:10,797,ON,34,ワーク無し異常
774,2023/01/10,16:47:49,796,ON,34,ワーク無し異常
775,2023/01/10,14:58:28,874,ON,2,横穴未貫通異常
776,2023/01/10,14:45:06,217,ON,0,安全クラッチ異常
777,2023/01/10,13:47:21,156,ON,3,ノッチ前進不良
778,2023/01/10,13:47:20,795,ON,34,ワーク無し異常
779,2023/01/10,12:34:56,873,ON,2,横穴未貫通異常
780,2023/01/10,11:06:44,872,ON,2,横穴未貫通異常
781,2023/01/10,10:48:28,794,ON,34,ワーク無し異常
782,2023/01/10,10:30:03,871,ON,2,横穴未貫通異常
783,2023/01/10,09:25:15,870,ON,2,横穴未貫通異常
784,2023/01/10,09:22:16,424,ON,4,首下位置不良
785,2023/01/10,09:21:58,869,ON,2,横穴未貫通異常
786,2023/01/09,11:40:09,155,ON,3,ノッチ前進不良
787,2023/01/09,11:33:39,868,ON,2,横穴未貫通異常
788,2023/01/09,09:44:14,867,ON,2,横穴未貫通異常
789,2023/01/09,09:36:56,423,ON,4,首下位置不良
790,2023/01/09,09:36:32,866,ON,2,横穴未貫通異常
791,2023/01/08,21:45:38,154,ON,3,ノッチ前進不良
792,2022/9/9,9:42:53,368,ON,4,首下位置不良
793,2022/9/9,9:42:34,666,ON,2,横穴未貫通異常
794,2022/9/9,16:32:05,371,ON,4,首下位置不良
795,2022/9/9,15:37:03,519,ON,34,ワーク無し異常
796,2022/9/9,15:13:07,370,ON,4,首下位置不良
797,2022/9/9,14:17:39,126,ON,0,安全クラッチ異常
798,2022/9/9,13:55:35,369,ON,4,首下位置不良
799,2022/9/9,13:21:47,518,ON,34,ワーク無し異常
800,2022/9/9,13:10:09,125,ON,0,安全クラッチ異常
801,2022/9/9,12:11:19,517,ON,34,ワーク無し異常
802,2022/9/9,11:13:14,668,ON,2,横穴未貫通異常
803,2022/9/9,10:26:42,667,ON,2,横穴未貫通異常
804,2022/9/8,9:53:44,509,ON,34,ワーク無し異常
805,2022/9/8,9:35:07,508,ON,34,ワーク無し異常
806,2022/9/8,9:09:47,367,ON,4,首下位置不良
807,2022/9/8,9:09:22,663,ON,2,横穴未貫通異常
808,2022/9/8,20:03:33,516,ON,34,ワーク無し異常
809,2022/9/8,16:51:59,515,ON,34,ワーク無し異常
810,2022/9/8,16:05:25,665,ON,2,横穴未貫通異常
811,2022/9/8,16:01:24,514,ON,34,ワーク無し異常
812,2022/9/8,14:30:20,124,ON,0,安全クラッチ異常
813,2022/9/8,14:18:39,513,ON,34,ワーク無し異常
814,2022/9/8,12:21:27,512,ON,34,ワーク無し異常
815,2022/9/8,11:32:27,664,ON,2,横穴未貫通異常
816,2022/9/8,10:49:57,511,ON,34,ワーク無し異常
817,2022/9/8,10:06:16,510,ON,34,ワーク無し異常
818,2022/9/7,19:53:59,662,ON,2,横穴未貫通異常
819,2022/9/7,19:30:58,507,ON,34,ワーク無し異常
820,2022/9/7,18:22:05,506,ON,34,ワーク無し異常
821,2022/9/7,17:29:38,505,ON,34,ワーク無し異常
822,2022/9/7,16:41:32,504,ON,34,ワーク無し異常
823,2022/9/7,14:08:33,503,ON,34,ワーク無し異常
824,2022/9/7,13:42:30,129,ON,3,ノッチ前進不良
825,2022/9/7,13:30:52,123,ON,0,安全クラッチ異常
826,2022/9/7,12:52:48,661,ON,2,横穴未貫通異常
827,2022/9/7,12:51:40,122,ON,0,安全クラッチ異常
828,2022/9/7,12:51:10,28,ON,48,排出残留ﾜｰｸ検知異常
829,2022/9/7,12:23:28,502,ON,34,ワーク無し異常
830,2022/9/7,12:13:36,121,ON,0,安全クラッチ異常
831,2022/9/7,11:32:28,501,ON,34,ワーク無し異常
832,2022/9/6,9:05:12,365,ON,4,首下位置不良
833,2022/9/6,9:04:53,651,ON,2,横穴未貫通異常
834,2022/9/6,19:45:23,500,ON,34,ワーク無し異常
835,2022/9/6,19:26:49,660,ON,2,横穴未貫通異常
836,2022/9/6,18:50:31,499,ON,34,ワーク無し異常
837,2022/9/6,17:08:00,366,ON,4,首下位置不良
838,2022/9/6,16:22:56,498,ON,34,ワーク無し異常
839,2022/9/6,15:07:04,659,ON,2,横穴未貫通異常
840,2022/9/6,14:55:27,658,ON,2,横穴未貫通異常
841,2022/9/6,14:41:55,497,ON,34,ワーク無し異常
842,2022/9/6,14:17:28,657,ON,2,横穴未貫通異常
843,2022/9/6,14:12:54,656,ON,2,横穴未貫通異常
844,2022/9/6,13:51:54,655,ON,2,横穴未貫通異常
845,2022/9/6,13:41:49,654,ON,2,横穴未貫通異常
846,2022/9/6,13:21:22,496,ON,34,ワーク無し異常
847,2022/9/6,12:42:33,653,ON,2,横穴未貫通異常
848,2022/9/6,11:44:54,495,ON,34,ワーク無し異常
849,2022/9/6,11:29:23,652,ON,2,横穴未貫通異常
850,2022/9/6,10:56:57,494,ON,34,ワーク無し異常
851,2022/9/5,17:17:11,493,ON,34,ワーク無し異常
852,2022/9/5,16:14:13,650,ON,2,横穴未貫通異常
853,2022/9/5,15:28:50,492,ON,34,ワーク無し異常
854,2022/9/5,14:30:06,649,ON,2,横穴未貫通異常
855,2022/9/5,13:54:35,491,ON,34,ワーク無し異常
856,2022/9/5,13:14:59,648,ON,2,横穴未貫通異常
