ALARM ID,0,,,,,
DATE,2023/4/27,12:13:16,,,,
,,,,,,
No,DATE,TIME,COUNT,STATUS,ALARM No,MESSAGE
857,2022/9/5,13:08:25,647,ON,2,横穴未貫通異常
858,2022/9/5,12:58:17,646,ON,2,横穴未貫通異常
859,2022/9/5,12:37:14,120,ON,0,安全クラッチ異常
860,2022/9/5,12:33:19,119,ON,0,安全クラッチ異常
861,2022/9/5,12:21:02,645,ON,2,横穴未貫通異常
862,2022/9/5,11:56:16,644,ON,2,横穴未貫通異常
863,2022/9/5,11:45:22,643,ON,2,横穴未貫通異常
864,2022/9/5,11:01:04,642,ON,2,横穴未貫通異常
865,2022/9/5,10:53:10,490,ON,34,ワーク無し異常
866,2022/9/5,10:38:11,641,ON,2,横穴未貫通異常
867,2022/9/30,9:55:02,159,ON,0,安全クラッチ異常
868,2022/9/30,9:47:01,704,ON,2,横穴未貫通異常
869,2022/9/30,17:40:17,4,ON,53,首下位置ｾﾝｻｰ異常
870,2022/9/30,17:31:42,591,ON,34,ワーク無し異常
871,2022/9/30,16:15:10,590,ON,34,ワーク無し異常
872,2022/9/30,14:38:56,162,ON,0,安全クラッチ異常
873,2022/9/30,13:29:47,161,ON,0,安全クラッチ異常
874,2022/9/30,12:39:45,589,ON,34,ワーク無し異常
875,2022/9/30,10:46:58,135,ON,3,ノッチ前進不良
876,2022/9/30,10:46:56,31,ON,48,排出残留ﾜｰｸ検知異常
877,2022/9/30,10:46:15,160,ON,0,安全クラッチ異常
878,2022/9/3,9:49:45,489,ON,34,ワーク無し異常
879,2022/9/3,9:02:03,364,ON,4,首下位置不良
880,2022/9/3,9:01:39,636,ON,2,横穴未貫通異常
881,2022/9/3,11:53:48,640,ON,2,横穴未貫通異常
882,2022/9/3,11:19:58,639,ON,2,横穴未貫通異常
883,2022/9/3,10:41:17,638,ON,2,横穴未貫通異常
884,2022/9/3,10:14:52,637,ON,2,横穴未貫通異常
885,2022/9/29,9:12:28,392,ON,4,首下位置不良
886,2022/9/29,9:12:04,701,ON,2,横穴未貫通異常
887,2022/9/29,19:51:03,158,ON,0,安全クラッチ異常
888,2022/9/29,19:36:15,30,ON,48,排出残留ﾜｰｸ検知異常
889,2022/9/29,18:31:50,703,ON,2,横穴未貫通異常
890,2022/9/29,15:17:24,588,ON,34,ワーク無し異常
891,2022/9/29,15:09:26,157,ON,0,安全クラッチ異常
892,2022/9/29,14:44:26,156,ON,0,安全クラッチ異常
893,2022/9/29,14:23:51,155,ON,0,安全クラッチ異常
894,2022/9/29,13:29:36,393,ON,4,首下位置不良
895,2022/9/29,13:20:20,587,ON,34,ワーク無し異常
896,2022/9/29,12:54:30,154,ON,0,安全クラッチ異常
897,2022/9/29,11:57:22,153,ON,0,安全クラッチ異常
898,2022/9/29,11:10:24,152,ON,0,安全クラッチ異常
899,2022/9/29,11:07:31,134,ON,3,ノッチ前進不良
900,2022/9/29,10:51:05,151,ON,0,安全クラッチ異常
901,2022/9/29,10:43:17,150,ON,0,安全クラッチ異常
902,2022/9/29,10:36:04,133,ON,3,ノッチ前進不良
903,2022/9/29,10:36:03,702,ON,2,横穴未貫通異常
904,2022/9/28,9:16:03,388,ON,4,首下位置不良
905,2022/9/28,9:15:45,700,ON,2,横穴未貫通異常
906,2022/9/28,19:50:58,391,ON,4,首下位置不良
907,2022/9/28,18:14:03,586,ON,34,ワーク無し異常
908,2022/9/28,17:20:11,585,ON,34,ワーク無し異常
909,2022/9/28,16:42:44,149,ON,0,安全クラッチ異常
910,2022/9/28,15:26:59,584,ON,34,ワーク無し異常
911,2022/9/28,14:46:05,148,ON,0,安全クラッチ異常
912,2022/9/28,13:29:47,390,ON,4,首下位置不良
913,2022/9/28,12:02:52,389,ON,4,首下位置不良
914,2022/9/28,10:15:35,3,ON,53,首下位置ｾﾝｻｰ異常
915,2022/9/28,10:12:21,583,ON,34,ワーク無し異常
916,2022/9/28,10:03:05,147,ON,0,安全クラッチ異常
917,2022/9/27,9:22:24,699,ON,2,横穴未貫通異常
918,2022/9/27,9:09:51,386,ON,4,首下位置不良
919,2022/9/27,9:09:33,698,ON,2,横穴未貫通異常
920,2022/9/27,19:38:05,582,ON,34,ワーク無し異常
921,2022/9/27,19:03:40,387,ON,4,首下位置不良
922,2022/9/27,17:51:51,581,ON,34,ワーク無し異常
923,2022/9/27,13:29:32,580,ON,34,ワーク無し異常
924,2022/9/27,12:42:07,579,ON,34,ワーク無し異常
925,2022/9/27,12:09:02,146,ON,0,安全クラッチ異常
926,2022/9/27,11:52:00,578,ON,34,ワーク無し異常
927,2022/9/26,9:21:10,385,ON,4,首下位置不良
928,2022/9/26,9:20:52,696,ON,2,横穴未貫通異常
929,2022/9/26,18:17:10,577,ON,34,ワーク無し異常
930,2022/9/26,17:36:16,697,ON,2,横穴未貫通異常
931,2022/9/26,13:59:28,576,ON,34,ワーク無し異常
932,2022/9/26,13:10:58,575,ON,34,ワーク無し異常
933,2022/9/26,10:10:48,574,ON,34,ワーク無し異常
934,2022/9/23,19:48:26,573,ON,34,ワーク無し異常
935,2022/9/23,18:35:06,132,ON,3,ノッチ前進不良
936,2022/9/23,17:48:18,145,ON,0,安全クラッチ異常
937,2022/9/23,16:41:53,572,ON,34,ワーク無し異常
938,2022/9/23,15:56:27,571,ON,34,ワーク無し異常
939,2022/9/23,14:53:56,695,ON,2,横穴未貫通異常
940,2022/9/23,14:36:14,144,ON,0,安全クラッチ異常
941,2022/9/23,12:44:53,570,ON,34,ワーク無し異常
942,2022/9/23,12:29:14,143,ON,0,安全クラッチ異常
943,2022/9/23,11:56:57,569,ON,34,ワーク無し異常
944,2022/9/22,9:53:19,563,ON,34,ワーク無し異常
945,2022/9/22,9:12:36,384,ON,4,首下位置不良
946,2022/9/22,9:12:13,693,ON,2,横穴未貫通異常
947,2022/9/22,15:50:45,568,ON,34,ワーク無し異常
948,2022/9/22,15:01:08,567,ON,34,ワーク無し異常
949,2022/9/22,14:00:09,566,ON,34,ワーク無し異常
950,2022/9/22,13:16:06,565,ON,34,ワーク無し異常
951,2022/9/22,12:02:48,142,ON,0,安全クラッチ異常
952,2022/9/22,10:55:50,694,ON,2,横穴未貫通異常
953,2022/9/22,10:42:16,564,ON,34,ワーク無し異常
954,2022/9/21,9:28:29,382,ON,4,首下位置不良
955,2022/9/21,9:28:04,690,ON,2,横穴未貫通異常
956,2022/9/21,19:18:03,383,ON,4,首下位置不良
957,2022/9/21,17:53:52,562,ON,34,ワーク無し異常
958,2022/9/21,17:02:27,561,ON,34,ワーク無し異常
959,2022/9/21,16:03:24,141,ON,0,安全クラッチ異常
960,2022/9/21,15:05:09,560,ON,34,ワーク無し異常
961,2022/9/21,13:48:57,559,ON,34,ワーク無し異常
962,2022/9/21,13:03:59,558,ON,34,ワーク無し異常
963,2022/9/21,12:26:25,692,ON,2,横穴未貫通異常
964,2022/9/21,11:30:24,140,ON,0,安全クラッチ異常
965,2022/9/21,10:27:56,557,ON,34,ワーク無し異常
966,2022/9/21,10:19:47,691,ON,2,横穴未貫通異常
967,2022/9/21,10:14:48,139,ON,0,安全クラッチ異常
968,2022/9/20,19:46:03,556,ON,34,ワーク無し異常
969,2022/9/20,16:16:24,138,ON,0,安全クラッチ異常
970,2022/9/20,15:32:04,555,ON,34,ワーク無し異常
971,2022/9/20,15:19:59,137,ON,0,安全クラッチ異常
972,2022/9/20,14:32:59,136,ON,0,安全クラッチ異常
973,2022/9/20,13:56:01,554,ON,34,ワーク無し異常
974,2022/9/20,13:11:18,17,ON,54,ｶｳﾝﾄ用ｾﾝｻｰ異常
975,2022/9/20,13:07:05,553,ON,34,ワーク無し異常
976,2022/9/20,10:55:53,689,ON,2,横穴未貫通異常
977,2022/9/20,10:31:11,381,ON,4,首下位置不良
978,2022/9/20,10:30:44,688,ON,2,横穴未貫通異常
979,2022/9/2,9:25:33,363,ON,4,首下位置不良
980,2022/9/2,9:25:09,624,ON,2,横穴未貫通異常
981,2022/9/2,15:57:41,488,ON,34,ワーク無し異常
982,2022/9/2,14:32:37,635,ON,2,横穴未貫通異常
983,2022/9/2,14:26:01,634,ON,2,横穴未貫通異常
984,2022/9/2,13:54:41,633,ON,2,横穴未貫通異常
985,2022/9/2,13:36:23,632,ON,2,横穴未貫通異常
986,2022/9/2,13:19:52,631,ON,2,横穴未貫通異常
987,2022/9/2,12:51:38,630,ON,2,横穴未貫通異常
988,2022/9/2,12:24:19,629,ON,2,横穴未貫通異常
989,2022/9/2,12:23:45,628,ON,2,横穴未貫通異常
990,2022/9/2,11:55:19,487,ON,34,ワーク無し異常
991,2022/9/2,11:39:59,627,ON,2,横穴未貫通異常
992,2022/9/2,10:33:36,626,ON,2,横穴未貫通異常
993,2022/9/2,10:32:37,625,ON,2,横穴未貫通異常
994,2022/9/19,17:09:37,552,ON,34,ワーク無し異常
995,2022/9/19,16:14:16,551,ON,34,ワーク無し異常
996,2022/9/19,15:24:33,380,ON,4,首下位置不良
997,2022/9/19,14:43:07,687,ON,2,横穴未貫通異常
998,2022/9/19,14:38:08,686,ON,2,横穴未貫通異常
999,2022/9/19,14:18:08,131,ON,3,ノッチ前進不良
1000,2022/9/19,14:13:17,550,ON,34,ワーク無し異常
1001,2022/9/19,12:50:30,379,ON,4,首下位置不良
1002,2022/9/19,12:23:49,549,ON,34,ワーク無し異常
1003,2022/9/19,11:22:22,135,ON,0,安全クラッチ異常
1004,2022/9/19,10:56:33,134,ON,0,安全クラッチ異常
1005,2022/9/17,9:53:11,547,ON,34,ワーク無し異常
1006,2022/9/17,9:07:23,378,ON,4,首下位置不良
1007,2022/9/17,9:07:04,685,ON,2,横穴未貫通異常
1008,2022/9/17,10:43:59,548,ON,34,ワーク無し異常
1009,2022/9/16,17:50:36,546,ON,34,ワーク無し異常
1010,2022/9/16,16:17:07,545,ON,34,ワーク無し異常
1011,2022/9/16,13:35:14,544,ON,34,ワーク無し異常
1012,2022/9/16,12:48:00,543,ON,34,ワーク無し異常
1013,2022/9/16,11:11:59,29,ON,48,排出残留ﾜｰｸ検知異常
1014,2022/9/16,11:07:35,130,ON,3,ノッチ前進不良
1015,2022/9/15,9:09:02,375,ON,4,首下位置不良
1016,2022/9/15,9:08:46,684,ON,2,横穴未貫通異常
1017,2022/9/15,19:07:05,542,ON,34,ワーク無し異常
1018,2022/9/15,18:01:50,541,ON,34,ワーク無し異常
1019,2022/9/15,17:47:41,377,ON,4,首下位置不良
1020,2022/9/15,17:38:15,376,ON,4,首下位置不良
1021,2022/9/15,17:20:15,16,ON,54,ｶｳﾝﾄ用ｾﾝｻｰ異常
1022,2022/9/15,17:07:43,133,ON,0,安全クラッチ異常
1023,2022/9/15,15:29:58,540,ON,34,ワーク無し異常
1024,2022/9/15,13:45:00,539,ON,34,ワーク無し異常
1025,2022/9/15,12:10:58,538,ON,34,ワーク無し異常
1026,2022/9/15,12:06:10,537,ON,34,ワーク無し異常
1027,2022/9/15,11:14:02,536,ON,34,ワーク無し異常
1028,2022/9/15,10:25:00,535,ON,34,ワーク無し異常
1029,2022/9/14,9:58:48,680,ON,2,横穴未貫通異常
1030,2022/9/14,19:55:29,534,ON,34,ワーク無し異常
1031,2022/9/14,18:26:20,533,ON,34,ワーク無し異常
1032,2022/9/14,16:46:05,532,ON,34,ワーク無し異常
1033,2022/9/14,16:25:42,374,ON,4,首下位置不良
1034,2022/9/14,14:45:26,683,ON,2,横穴未貫通異常
1035,2022/9/14,13:47:00,531,ON,34,ワーク無し異常
1036,2022/9/14,12:21:09,682,ON,2,横穴未貫通異常
1037,2022/9/14,11:57:03,681,ON,2,横穴未貫通異常
1038,2022/9/14,11:40:18,530,ON,34,ワーク無し異常
1039,2022/9/14,10:33:13,132,ON,0,安全クラッチ異常
1040,2022/9/13,19:20:12,529,ON,34,ワーク無し異常
1041,2022/9/13,18:24:06,528,ON,34,ワーク無し異常
1042,2022/9/13,17:15:21,679,ON,2,横穴未貫通異常
1043,2022/9/13,15:52:22,678,ON,2,横穴未貫通異常
1044,2022/9/13,14:25:51,677,ON,2,横穴未貫通異常
1045,2022/9/13,13:54:49,676,ON,2,横穴未貫通異常
1046,2022/9/13,13:06:11,675,ON,2,横穴未貫通異常
1047,2022/9/13,12:51:03,131,ON,0,安全クラッチ異常
1048,2022/9/13,12:27:42,527,ON,34,ワーク無し異常
1049,2022/9/13,11:56:25,130,ON,0,安全クラッチ異常
1050,2022/9/13,11:37:27,526,ON,34,ワーク無し異常
1051,2022/9/13,10:50:39,525,ON,34,ワーク無し異常
1052,2022/9/12,9:57:08,521,ON,34,ワーク無し異常
1053,2022/9/12,9:39:09,129,ON,0,安全クラッチ異常
1054,2022/9/12,9:28:23,671,ON,2,横穴未貫通異常
1055,2022/9/12,9:22:22,372,ON,4,首下位置不良
1056,2022/9/12,9:22:02,670,ON,2,横穴未貫通異常
1057,2022/9/12,16:51:14,524,ON,34,ワーク無し異常
1058,2022/9/12,16:37:57,373,ON,4,首下位置不良
1059,2022/9/12,16:28:04,674,ON,2,横穴未貫通異常
1060,2022/9/12,14:17:48,523,ON,34,ワーク無し異常
1061,2022/9/12,13:30:14,522,ON,34,ワーク無し異常
1062,2022/9/12,13:05:04,673,ON,2,横穴未貫通異常
1063,2022/9/12,11:08:15,672,ON,2,横穴未貫通異常
1064,2022/9/10,12:34:03,128,ON,0,安全クラッチ異常
1065,2022/9/10,12:15:24,520,ON,34,ワーク無し異常
1066,2022/9/10,11:49:17,127,ON,0,安全クラッチ異常
1067,2022/9/10,11:25:48,669,ON,2,横穴未貫通異常
1068,2022/9/1,16:53:36,486,ON,34,ワーク無し異常
1069,2022/9/1,16:28:44,623,ON,2,横穴未貫通異常
1070,2022/9/1,16:03:08,485,ON,34,ワーク無し異常
1071,2022/9/1,15:12:02,622,ON,2,横穴未貫通異常
1072,2022/9/1,14:53:59,621,ON,2,横穴未貫通異常
1073,2022/9/1,14:11:05,484,ON,34,ワーク無し異常
1074,2022/9/1,13:18:38,620,ON,2,横穴未貫通異常
1075,2022/9/1,12:32:48,483,ON,34,ワーク無し異常
1076,2022/9/1,12:03:06,118,ON,0,安全クラッチ異常
1077,2022/9/1,11:03:46,117,ON,0,安全クラッチ異常
1078,2022/8/9,18:54:02,482,ON,34,ワーク無し異常
1079,2022/8/9,17:31:29,481,ON,34,ワーク無し異常
1080,2022/8/9,11:54:41,37,ON,1,クランプ不良
1081,2022/8/8,9:39:54,112,ON,0,安全クラッチ異常
1082,2022/8/8,9:26:33,361,ON,4,首下位置不良
1083,2022/8/8,9:26:14,617,ON,2,横穴未貫通異常
1084,2022/8/8,16:25:07,116,ON,0,安全クラッチ異常
1085,2022/8/8,16:22:23,128,ON,3,ノッチ前進不良
1086,2022/8/8,16:07:18,480,ON,34,ワーク無し異常
1087,2022/8/8,15:48:57,115,ON,0,安全クラッチ異常
1088,2022/8/8,15:48:23,114,ON,0,安全クラッチ異常
1089,2022/8/8,15:39:29,113,ON,0,安全クラッチ異常
1090,2022/8/8,14:27:45,479,ON,34,ワーク無し異常
1091,2022/8/8,13:34:37,478,ON,34,ワーク無し異常
1092,2022/8/8,12:32:01,619,ON,2,横穴未貫通異常
1093,2022/8/8,10:58:47,477,ON,34,ワーク無し異常
1094,2022/8/8,10:34:07,362,ON,4,首下位置不良
1095,2022/8/8,10:32:31,618,ON,2,横穴未貫通異常
1096,2022/8/6,9:09:42,360,ON,4,首下位置不良
1097,2022/8/6,9:09:19,616,ON,2,横穴未貫通異常
1098,2022/8/6,12:45:45,111,ON,0,安全クラッチ異常
1099,2022/8/6,10:23:05,476,ON,34,ワーク無し異常
1100,2022/8/5,15:25:04,110,ON,0,安全クラッチ異常
1101,2022/8/5,15:23:59,109,ON,0,安全クラッチ異常
1102,2022/8/5,15:23:07,108,ON,0,安全クラッチ異常
1103,2022/8/5,11:32:50,359,ON,4,首下位置不良
1104,2022/8/5,11:31:47,107,ON,0,安全クラッチ異常
1105,2022/8/5,11:22:38,358,ON,4,首下位置不良
1106,2022/12/9,17:41:47,757,ON,34,ワーク無し異常
1107,2022/12/9,14:10:58,756,ON,34,ワーク無し異常
1108,2022/12/9,13:17:02,755,ON,34,ワーク無し異常
1109,2022/12/9,12:28:50,828,ON,2,横穴未貫通異常
1110,2022/12/9,12:27:35,204,ON,0,安全クラッチ異常
1111,2022/12/9,10:33:52,754,ON,34,ワーク無し異常
1112,2022/12/8,15:22:13,753,ON,34,ワーク無し異常
1113,2022/12/8,15:19:30,827,ON,2,横穴未貫通異常
1114,2022/12/8,15:17:56,826,ON,2,横穴未貫通異常
1115,2022/12/8,15:16:49,147,ON,3,ノッチ前進不良
1116,2022/12/8,13:44:01,146,ON,3,ノッチ前進不良
1117,2022/12/8,13:44:00,752,ON,34,ワーク無し異常
1118,2022/12/8,12:59:54,751,ON,34,ワーク無し異常
1119,2022/12/8,12:40:53,825,ON,2,横穴未貫通異常
1120,2022/12/8,12:09:51,750,ON,34,ワーク無し異常
1121,2022/12/8,11:22:08,824,ON,2,横穴未貫通異常
1122,2022/12/7,19:12:29,749,ON,34,ワーク無し異常
1123,2022/12/7,18:23:40,823,ON,2,横穴未貫通異常
1124,2022/12/7,17:44:35,748,ON,34,ワーク無し異常
1125,2022/12/7,17:44:35,145,ON,3,ノッチ前進不良
1126,2022/12/7,12:23:51,747,ON,34,ワーク無し異常
1127,2022/12/7,11:38:56,746,ON,34,ワーク無し異常
1128,2022/12/7,10:49:35,745,ON,34,ワーク無し異常
1129,2022/12/6,16:13:36,822,ON,2,横穴未貫通異常
1130,2022/12/6,16:07:33,744,ON,34,ワーク無し異常
1131,2022/12/6,15:12:40,743,ON,34,ワーク無し異常
1132,2022/12/6,13:33:02,742,ON,34,ワーク無し異常
1133,2022/12/6,12:33:50,741,ON,34,ワーク無し異常
1134,2022/12/6,12:16:11,203,ON,0,安全クラッチ異常
1135,2022/12/5,19:22:03,740,ON,34,ワーク無し異常
1136,2022/12/5,18:26:51,739,ON,34,ワーク無し異常
1137,2022/12/5,17:42:20,738,ON,34,ワーク無し異常
1138,2022/12/5,16:51:38,737,ON,34,ワーク無し異常
1139,2022/12/5,16:04:04,202,ON,0,安全クラッチ異常
1140,2022/12/5,14:44:33,736,ON,34,ワーク無し異常
1141,2022/12/5,14:30:48,33,ON,48,排出残留ﾜｰｸ検知異常
1142,2022/12/5,13:38:52,201,ON,0,安全クラッチ異常
1143,2022/12/5,12:14:23,735,ON,34,ワーク無し異常
1144,2022/12/29,16:11:32,865,ON,2,横穴未貫通異常
1145,2022/12/29,15:34:38,864,ON,2,横穴未貫通異常
1146,2022/12/29,15:01:56,216,ON,0,安全クラッチ異常
1147,2022/12/29,14:58:08,793,ON,34,ワーク無し異常
1148,2022/12/29,13:59:10,792,ON,34,ワーク無し異常
1149,2022/12/29,12:29:30,791,ON,34,ワーク無し異常
1150,2022/12/29,11:52:53,215,ON,0,安全クラッチ異常
1151,2022/12/28,12:01:08,790,ON,34,ワーク無し異常
1152,2022/12/28,11:58:07,789,ON,34,ワーク無し異常
1153,2022/12/28,11:28:18,863,ON,2,横穴未貫通異常
1154,2022/12/28,10:58:49,788,ON,34,ワーク無し異常
1155,2022/12/28,10:42:20,862,ON,2,横穴未貫通異常
1156,2022/12/28,10:37:04,861,ON,2,横穴未貫通異常
1157,2022/12/28,10:19:39,214,ON,0,安全クラッチ異常
1158,2022/12/28,10:04:02,787,ON,34,ワーク無し異常
1159,2022/12/27,13:50:54,786,ON,34,ワーク無し異常
1160,2022/12/27,13:00:54,860,ON,2,横穴未貫通異常
1161,2022/12/27,12:41:39,859,ON,2,横穴未貫通異常
1162,2022/12/27,11:34:36,858,ON,2,横穴未貫通異常
1163,2022/12/26,17:39:58,785,ON,34,ワーク無し異常
1164,2022/12/26,17:05:47,213,ON,0,安全クラッチ異常
1165,2022/12/26,16:48:53,784,ON,34,ワーク無し異常
1166,2022/12/26,16:00:52,153,ON,3,ノッチ前進不良
1167,2022/12/26,16:00:51,783,ON,34,ワーク無し異常
1168,2022/12/26,15:13:04,782,ON,34,ワーク無し異常
1169,2022/12/26,13:50:11,781,ON,34,ワーク無し異常
1170,2022/12/26,12:29:28,857,ON,2,横穴未貫通異常
1171,2022/12/26,10:57:02,212,ON,0,安全クラッチ異常
1172,2022/12/23,19:18:49,856,ON,2,横穴未貫通異常
1173,2022/12/23,18:28:49,855,ON,2,横穴未貫通異常
1174,2022/12/23,15:49:20,152,ON,3,ノッチ前進不良
1175,2022/12/23,13:40:44,780,ON,34,ワーク無し異常
1176,2022/12/23,12:49:42,854,ON,2,横穴未貫通異常
1177,2022/12/23,11:16:36,853,ON,2,横穴未貫通異常
1178,2022/12/23,11:16:16,422,ON,4,首下位置不良
1179,2022/12/2,16:41:33,734,ON,34,ワーク無し異常
1180,2022/12/2,16:05:18,821,ON,2,横穴未貫通異常
1181,2022/12/2,15:49:00,733,ON,34,ワーク無し異常
1182,2022/12/2,15:06:40,732,ON,34,ワーク無し異常
1183,2022/12/2,13:17:36,731,ON,34,ワーク無し異常
1184,2022/12/2,11:40:10,730,ON,34,ワーク無し異常
1185,2022/12/2,11:28:20,820,ON,2,横穴未貫通異常
1186,2022/12/2,10:45:21,729,ON,34,ワーク無し異常
1187,2022/12/16,9:57:48,775,ON,34,ワーク無し異常
1188,2022/12/16,9:12:36,421,ON,4,首下位置不良
1189,2022/12/16,9:12:18,846,ON,2,横穴未貫通異常
1190,2022/12/16,19:20:25,779,ON,34,ワーク無し異常
1191,2022/12/16,17:00:25,211,ON,0,安全クラッチ異常
1192,2022/12/16,15:49:05,852,ON,2,横穴未貫通異常
1193,2022/12/16,14:05:04,778,ON,34,ワーク無し異常
1194,2022/12/16,12:34:33,851,ON,2,横穴未貫通異常
1195,2022/12/16,11:40:40,850,ON,2,横穴未貫通異常
1196,2022/12/16,11:23:38,849,ON,2,横穴未貫通異常
1197,2022/12/16,11:09:21,848,ON,2,横穴未貫通異常
1198,2022/12/16,11:07:44,847,ON,2,横穴未貫通異常
1199,2022/12/16,10:51:26,777,ON,34,ワーク無し異常
1200,2022/12/16,10:51:26,151,ON,3,ノッチ前進不良
1201,2022/12/16,10:08:00,776,ON,34,ワーク無し異常
1202,2022/12/16,09:57:48,775,ON,34,ワーク無し異常
1203,2022/12/16,09:12:36,421,ON,4,首下位置不良
1204,2022/12/16,09:12:18,846,ON,2,横穴未貫通異常
1205,2022/12/15,9:33:13,420,ON,4,首下位置不良
1206,2022/12/15,9:32:49,841,ON,2,横穴未貫通異常
1207,2022/12/15,19:44:33,774,ON,34,ワーク無し異常
1208,2022/12/15,15:58:52,845,ON,2,横穴未貫通異常
1209,2022/12/15,15:28:19,210,ON,0,安全クラッチ異常
1210,2022/12/15,13:35:48,773,ON,34,ワーク無し異常
1211,2022/12/15,12:49:52,209,ON,0,安全クラッチ異常
1212,2022/12/15,12:35:23,208,ON,0,安全クラッチ異常
1213,2022/12/15,12:17:51,844,ON,2,横穴未貫通異常
1214,2022/12/15,12:14:24,843,ON,2,横穴未貫通異常
1215,2022/12/15,11:45:52,772,ON,34,ワーク無し異常
1216,2022/12/15,10:40:25,207,ON,0,安全クラッチ異常
1217,2022/12/15,10:36:05,206,ON,0,安全クラッチ異常
1218,2022/12/15,10:20:01,842,ON,2,横穴未貫通異常
1219,2022/12/15,09:33:13,420,ON,4,首下位置不良
1220,2022/12/15,09:32:49,841,ON,2,横穴未貫通異常
1221,2022/12/14,18:42:09,150,ON,3,ノッチ前進不良
1222,2022/12/14,17:42:01,771,ON,34,ワーク無し異常
1223,2022/12/14,16:27:19,840,ON,2,横穴未貫通異常
1224,2022/12/14,13:11:07,770,ON,34,ワーク無し異常
1225,2022/12/14,12:26:43,149,ON,3,ノッチ前進不良
1226,2022/12/14,12:26:42,769,ON,34,ワーク無し異常
1227,2022/12/14,11:33:16,768,ON,34,ワーク無し異常
1228,2022/12/13,18:20:33,767,ON,34,ワーク無し異常
1229,2022/12/13,15:36:54,766,ON,34,ワーク無し異常
1230,2022/12/13,13:22:00,839,ON,2,横穴未貫通異常
1231,2022/12/13,11:38:42,765,ON,34,ワーク無し異常
1232,2022/12/13,10:38:09,764,ON,34,ワーク無し異常
1233,2022/12/13,10:19:10,838,ON,2,横穴未貫通異常
1234,2022/12/12,18:57:58,763,ON,34,ワーク無し異常
1235,2022/12/12,18:04:42,762,ON,34,ワーク無し異常
1236,2022/12/12,16:54:41,761,ON,34,ワーク無し異常
1237,2022/12/12,16:03:32,760,ON,34,ワーク無し異常
1238,2022/12/12,14:29:45,837,ON,2,横穴未貫通異常
1239,2022/12/12,13:56:49,836,ON,2,横穴未貫通異常
1240,2022/12/12,12:11:58,835,ON,2,横穴未貫通異常
1241,2022/12/12,11:59:16,834,ON,2,横穴未貫通異常
1242,2022/12/12,11:53:16,833,ON,2,横穴未貫通異常
1243,2022/12/12,11:02:34,148,ON,3,ノッチ前進不良
1244,2022/12/12,11:02:33,759,ON,34,ワーク無し異常
1245,2022/12/12,10:47:35,832,ON,2,横穴未貫通異常
1246,2022/12/12,10:16:27,831,ON,2,横穴未貫通異常
1247,2022/12/10,9:31:31,419,ON,4,首下位置不良
1248,2022/12/10,9:31:05,829,ON,2,横穴未貫通異常
1249,2022/12/10,10:42:17,205,ON,0,安全クラッチ異常
1250,2022/12/10,10:26:18,830,ON,2,横穴未貫通異常
1251,2022/12/10,10:03:53,758,ON,34,ワーク無し異常
1252,2022/12/10,09:31:31,419,ON,4,首下位置不良
1253,2022/12/10,09:31:05,829,ON,2,横穴未貫通異常
1254,2022/12/1,17:12:40,819,ON,2,横穴未貫通異常
1255,2022/12/1,17:10:03,818,ON,2,横穴未貫通異常
1256,2022/12/1,17:03:51,817,ON,2,横穴未貫通異常
1257,2022/12/1,16:49:26,816,ON,2,横穴未貫通異常
1258,2022/12/1,16:26:24,815,ON,2,横穴未貫通異常
1259,2022/12/1,15:56:37,814,ON,2,横穴未貫通異常
1260,2022/12/1,15:52:45,813,ON,2,横穴未貫通異常
1261,2022/12/1,15:51:43,812,ON,2,横穴未貫通異常
1262,2022/12/1,14:09:38,728,ON,34,ワーク無し異常
1263,2022/12/1,12:04:54,811,ON,2,横穴未貫通異常
1264,2022/12/1,11:40:38,200,ON,0,安全クラッチ異常
1265,2022/12/1,10:48:18,199,ON,0,安全クラッチ異常
1266,2022/12/1,10:45:20,198,ON,0,安全クラッチ異常
1267,2022/12/09,17:41:47,757,ON,34,ワーク無し異常
1268,2022/12/09,14:10:58,756,ON,34,ワーク無し異常
1269,2022/12/09,13:17:02,755,ON,34,ワーク無し異常
1270,2022/12/09,12:28:50,828,ON,2,横穴未貫通異常
1271,2022/12/09,12:27:35,204,ON,0,安全クラッチ異常
1272,2022/12/09,10:33:52,754,ON,34,ワーク無し異常
1273,2022/12/08,15:22:13,753,ON,34,ワーク無し異常
1274,2022/12/08,15:19:30,827,ON,2,横穴未貫通異常
1275,2022/12/08,15:17:56,826,ON,2,横穴未貫通異常
1276,2022/12/08,15:16:49,147,ON,3,ノッチ前進不良
1277,2022/12/08,13:44:01,146,ON,3,ノッチ前進不良
1278,2022/12/08,13:44:00,752,ON,34,ワーク無し異常
1279,2022/12/08,12:59:54,751,ON,34,ワーク無し異常
1280,2022/12/08,12:40:53,825,ON,2,横穴未貫通異常
1281,2022/12/08,12:09:51,750,ON,34,ワーク無し異常
1282,2022/12/08,11:22:08,824,ON,2,横穴未貫通異常
1283,2022/12/07,19:12:29,749,ON,34,ワーク無し異常
1284,2022/12/07,18:23:40,823,ON,2,横穴未貫通異常
1285,2022/12/07,17:44:35,748,ON,34,ワーク無し異常
1286,2022/12/07,17:44:35,145,ON,3,ノッチ前進不良
1287,2022/12/07,12:23:51,747,ON,34,ワーク無し異常
1288,2022/12/07,11:38:56,746,ON,34,ワーク無し異常
