ALARM ID,0
DATE,2023/01/04,11:56:15,

No,DATE,TIME,COUNT,STATUS,ALARM No,MESSAGE
29,2022/12/16,17:58:47,1880,ON,3,ﾉｯﾁ原位置異常
30,2022/12/16,17:58:33,1879,ON,3,ﾉｯﾁ原位置異常
31,2022/12/16,17:50:45,1878,ON,3,ﾉｯﾁ原位置異常
32,2022/12/16,17:50:33,1877,ON,3,ﾉｯﾁ原位置異常
33,2022/12/16,17:20:18,1876,ON,3,ﾉｯﾁ原位置異常
34,2022/12/16,11:41:55,1875,ON,3,ﾉｯﾁ原位置異常
35,2022/12/16,11:40:48,1874,ON,3,ﾉｯﾁ原位置異常
36,2022/12/16,11:40:12,1873,ON,3,ﾉｯﾁ原位置異常
37,2022/12/16,11:13:53,1032,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
38,2022/12/15,15:52:47,2502,ON,12,ﾜｰｸ無し異常
39,2022/12/15,14:07:28,2501,ON,12,ﾜｰｸ無し異常
40,2022/12/15,12:08:36,2500,ON,12,ﾜｰｸ無し異常
41,2022/12/15,09:13:03,2499,ON,12,ﾜｰｸ無し異常
42,2022/12/14,08:43:14,67,ON,15,ﾛｰﾗｺﾝﾍﾞｱ異常
43,2022/12/14,08:42:58,66,ON,15,ﾛｰﾗｺﾝﾍﾞｱ異常
44,2022/12/14,08:39:37,65,ON,15,ﾛｰﾗｺﾝﾍﾞｱ異常
45,2022/12/14,08:39:30,64,ON,15,ﾛｰﾗｺﾝﾍﾞｱ異常
46,2022/12/14,08:37:38,63,ON,15,ﾛｰﾗｺﾝﾍﾞｱ異常
47,2022/12/14,08:37:15,62,ON,15,ﾛｰﾗｺﾝﾍﾞｱ異常
48,2022/12/14,08:35:30,61,ON,15,ﾛｰﾗｺﾝﾍﾞｱ異常
49,2022/12/13,19:19:46,60,ON,15,ﾛｰﾗｺﾝﾍﾞｱ異常
50,2022/12/13,19:19:43,59,ON,15,ﾛｰﾗｺﾝﾍﾞｱ異常
51,2022/12/13,19:11:55,58,ON,15,ﾛｰﾗｺﾝﾍﾞｱ異常
52,2022/12/13,18:53:45,2498,ON,12,ﾜｰｸ無し異常
53,2022/12/13,18:42:06,2497,ON,12,ﾜｰｸ無し異常
54,2022/12/13,14:40:05,2496,ON,12,ﾜｰｸ無し異常
55,2022/12/13,14:36:47,2495,ON,12,ﾜｰｸ無し異常
56,2022/12/13,10:40:52,2494,ON,12,ﾜｰｸ無し異常
57,2022/12/13,10:07:57,2493,ON,12,ﾜｰｸ無し異常
58,2022/12/12,18:24:14,2492,ON,12,ﾜｰｸ無し異常
59,2022/12/10,09:10:12,2491,ON,12,ﾜｰｸ無し異常
60,2022/12/09,14:42:59,1872,ON,3,ﾉｯﾁ原位置異常
61,2022/12/09,14:39:48,1871,ON,3,ﾉｯﾁ原位置異常
62,2022/12/09,14:38:49,1870,ON,3,ﾉｯﾁ原位置異常
63,2022/12/08,18:46:51,2490,ON,12,ﾜｰｸ無し異常
64,2022/12/08,18:42:04,2489,ON,12,ﾜｰｸ無し異常
65,2022/12/08,15:03:49,2488,ON,12,ﾜｰｸ無し異常
66,2022/12/08,14:59:39,2487,ON,12,ﾜｰｸ無し異常
67,2022/12/08,14:52:32,2486,ON,12,ﾜｰｸ無し異常
68,2022/12/08,10:54:50,1869,ON,3,ﾉｯﾁ原位置異常
69,2022/12/08,10:53:26,1868,ON,3,ﾉｯﾁ原位置異常
70,2022/12/08,10:49:54,1867,ON,3,ﾉｯﾁ原位置異常
71,2022/12/08,10:42:50,1866,ON,3,ﾉｯﾁ原位置異常
72,2022/12/08,10:10:18,2485,ON,12,ﾜｰｸ無し異常
73,2022/12/07,18:59:02,2484,ON,12,ﾜｰｸ無し異常
74,2022/12/07,18:56:00,2483,ON,12,ﾜｰｸ無し異常
75,2022/12/07,18:47:37,2482,ON,12,ﾜｰｸ無し異常
76,2022/12/07,17:47:08,1865,ON,3,ﾉｯﾁ原位置異常
77,2022/12/07,16:03:51,2481,ON,12,ﾜｰｸ無し異常
78,2022/12/07,11:23:03,2480,ON,12,ﾜｰｸ無し異常
79,2022/12/07,11:16:16,2479,ON,12,ﾜｰｸ無し異常
80,2022/12/07,11:11:42,2478,ON,12,ﾜｰｸ無し異常
81,2022/12/06,14:11:28,2477,ON,12,ﾜｰｸ無し異常
82,2022/12/06,11:14:59,28,ON,7,ﾂｰﾙ送りｻｰﾎﾞ異常
83,2022/12/06,10:57:07,2476,ON,12,ﾜｰｸ無し異常
84,2022/12/06,10:43:58,2475,ON,12,ﾜｰｸ無し異常
85,2022/12/05,14:42:41,2474,ON,12,ﾜｰｸ無し異常
86,2022/12/05,14:38:40,2473,ON,12,ﾜｰｸ無し異常
87,2022/12/05,14:34:00,2472,ON,12,ﾜｰｸ無し異常
88,2022/12/02,16:29:36,2471,ON,12,ﾜｰｸ無し異常
89,2022/11/28,10:42:37,2470,ON,12,ﾜｰｸ無し異常
90,2022/11/26,09:51:09,2469,ON,12,ﾜｰｸ無し異常
91,2022/11/25,17:23:49,2468,ON,12,ﾜｰｸ無し異常
92,2022/11/25,16:35:00,2467,ON,12,ﾜｰｸ無し異常
93,2022/11/24,14:36:32,1864,ON,3,ﾉｯﾁ原位置異常
94,2022/11/24,14:35:46,1863,ON,3,ﾉｯﾁ原位置異常
95,2022/11/24,14:34:25,2466,ON,12,ﾜｰｸ無し異常
96,2022/11/24,14:15:58,2465,ON,12,ﾜｰｸ無し異常
97,2022/11/24,13:56:23,1862,ON,3,ﾉｯﾁ原位置異常
98,2022/11/24,13:56:00,1861,ON,3,ﾉｯﾁ原位置異常
99,2022/11/24,13:55:43,1860,ON,3,ﾉｯﾁ原位置異常
100,2022/11/24,13:53:09,1859,ON,3,ﾉｯﾁ原位置異常
101,2022/11/24,13:43:32,1858,ON,3,ﾉｯﾁ原位置異常
102,2022/11/23,17:26:18,1857,ON,3,ﾉｯﾁ原位置異常
103,2022/11/23,17:26:10,1856,ON,3,ﾉｯﾁ原位置異常
104,2022/11/23,17:24:43,1855,ON,3,ﾉｯﾁ原位置異常
105,2022/11/23,17:24:07,1854,ON,3,ﾉｯﾁ原位置異常
106,2022/11/23,15:48:30,1853,ON,3,ﾉｯﾁ原位置異常
107,2022/11/23,15:47:18,1852,ON,3,ﾉｯﾁ原位置異常
108,2022/11/23,15:46:54,1851,ON,3,ﾉｯﾁ原位置異常
109,2022/11/23,15:46:03,1850,ON,3,ﾉｯﾁ原位置異常
110,2022/11/23,15:40:09,1849,ON,3,ﾉｯﾁ原位置異常
111,2022/11/22,13:46:29,2464,ON,12,ﾜｰｸ無し異常
112,2022/11/21,17:35:12,2463,ON,12,ﾜｰｸ無し異常
113,2022/11/21,17:25:15,1848,ON,3,ﾉｯﾁ原位置異常
114,2022/11/21,17:20:47,1847,ON,3,ﾉｯﾁ原位置異常
115,2022/11/21,10:47:32,2462,ON,12,ﾜｰｸ無し異常
116,2022/11/18,15:45:22,1846,ON,3,ﾉｯﾁ原位置異常
117,2022/11/17,08:51:21,1845,ON,3,ﾉｯﾁ原位置異常
118,2022/11/17,08:42:01,1844,ON,3,ﾉｯﾁ原位置異常
119,2022/11/16,18:51:11,2461,ON,12,ﾜｰｸ無し異常
120,2022/11/16,16:20:42,2460,ON,12,ﾜｰｸ無し異常
121,2022/11/16,15:58:34,1843,ON,3,ﾉｯﾁ原位置異常
122,2022/11/16,13:47:16,1842,ON,3,ﾉｯﾁ原位置異常
123,2022/11/16,13:47:06,1841,ON,3,ﾉｯﾁ原位置異常
124,2022/11/16,13:45:40,1840,ON,3,ﾉｯﾁ原位置異常
125,2022/11/16,13:42:53,1839,ON,3,ﾉｯﾁ原位置異常
126,2022/11/16,13:39:49,1838,ON,3,ﾉｯﾁ原位置異常
127,2022/11/16,13:36:49,1837,ON,3,ﾉｯﾁ原位置異常
128,2022/11/16,10:25:34,1836,ON,3,ﾉｯﾁ原位置異常
129,2022/11/16,10:22:06,1835,ON,3,ﾉｯﾁ原位置異常
130,2022/11/16,10:15:56,1834,ON,3,ﾉｯﾁ原位置異常
131,2022/11/16,10:07:32,1833,ON,3,ﾉｯﾁ原位置異常
132,2022/11/16,09:46:44,1832,ON,3,ﾉｯﾁ原位置異常
133,2022/11/16,09:46:39,1831,ON,3,ﾉｯﾁ原位置異常
134,2022/11/16,09:45:53,1830,ON,3,ﾉｯﾁ原位置異常
135,2022/11/16,09:44:57,1829,ON,3,ﾉｯﾁ原位置異常
136,2022/11/16,09:41:28,1828,ON,3,ﾉｯﾁ原位置異常
137,2022/11/16,09:34:13,1827,ON,3,ﾉｯﾁ原位置異常
138,2022/11/16,09:31:09,1826,ON,3,ﾉｯﾁ原位置異常
139,2022/11/16,09:26:51,1825,ON,3,ﾉｯﾁ原位置異常
140,2022/11/16,09:23:10,1824,ON,3,ﾉｯﾁ原位置異常
141,2022/11/16,09:23:02,1823,ON,3,ﾉｯﾁ原位置異常
142,2022/11/16,09:22:33,1822,ON,3,ﾉｯﾁ原位置異常
143,2022/11/16,09:20:48,1821,ON,3,ﾉｯﾁ原位置異常
144,2022/11/16,09:19:15,1820,ON,3,ﾉｯﾁ原位置異常
145,2022/11/16,08:55:55,1819,ON,3,ﾉｯﾁ原位置異常
146,2022/11/16,08:35:48,1818,ON,3,ﾉｯﾁ原位置異常
147,2022/11/16,08:34:58,1817,ON,3,ﾉｯﾁ原位置異常
148,2022/11/16,08:34:38,1816,ON,3,ﾉｯﾁ原位置異常
149,2022/11/16,08:33:37,1815,ON,3,ﾉｯﾁ原位置異常
150,2022/11/16,08:33:33,1814,ON,3,ﾉｯﾁ原位置異常
151,2022/11/16,08:33:29,1813,ON,3,ﾉｯﾁ原位置異常
152,2022/11/16,08:33:18,1812,ON,3,ﾉｯﾁ原位置異常
153,2022/11/16,08:33:12,1811,ON,3,ﾉｯﾁ原位置異常
154,2022/11/16,08:32:18,1810,ON,3,ﾉｯﾁ原位置異常
155,2022/11/16,08:31:56,1809,ON,3,ﾉｯﾁ原位置異常
156,2022/11/16,08:31:52,1808,ON,3,ﾉｯﾁ原位置異常
157,2022/11/16,08:29:47,1807,ON,3,ﾉｯﾁ原位置異常
158,2022/11/15,17:52:00,2459,ON,12,ﾜｰｸ無し異常
159,2022/11/15,16:49:34,1806,ON,3,ﾉｯﾁ原位置異常
160,2022/11/15,16:48:56,1805,ON,3,ﾉｯﾁ原位置異常
161,2022/11/15,16:45:34,1804,ON,3,ﾉｯﾁ原位置異常
162,2022/11/15,16:44:21,1803,ON,3,ﾉｯﾁ原位置異常
163,2022/11/15,16:42:36,1802,ON,3,ﾉｯﾁ原位置異常
164,2022/11/15,16:03:59,1801,ON,3,ﾉｯﾁ原位置異常
165,2022/11/15,10:15:52,2458,ON,12,ﾜｰｸ無し異常
166,2022/11/11,08:43:34,2457,ON,12,ﾜｰｸ無し異常
167,2022/11/09,18:41:09,2456,ON,12,ﾜｰｸ無し異常
168,2022/11/09,18:19:02,1800,ON,3,ﾉｯﾁ原位置異常
169,2022/11/09,18:17:03,1799,ON,3,ﾉｯﾁ原位置異常
170,2022/11/09,18:14:25,1798,ON,3,ﾉｯﾁ原位置異常
171,2022/11/09,18:14:17,1797,ON,3,ﾉｯﾁ原位置異常
172,2022/11/09,18:13:04,1796,ON,3,ﾉｯﾁ原位置異常
173,2022/11/09,17:20:58,2455,ON,12,ﾜｰｸ無し異常
174,2022/11/08,11:55:52,2454,ON,12,ﾜｰｸ無し異常
175,2022/11/08,10:57:49,2453,ON,12,ﾜｰｸ無し異常
176,2022/11/08,10:14:26,2452,ON,12,ﾜｰｸ無し異常
177,2022/11/07,16:10:14,2451,ON,12,ﾜｰｸ無し異常
178,2022/11/07,15:29:45,1795,ON,3,ﾉｯﾁ原位置異常
179,2022/11/03,09:37:23,2450,ON,12,ﾜｰｸ無し異常
180,2022/11/02,10:29:11,2449,ON,12,ﾜｰｸ無し異常
181,2022/11/01,14:36:18,1794,ON,3,ﾉｯﾁ原位置異常
182,2022/11/01,14:28:16,1793,ON,3,ﾉｯﾁ原位置異常
183,2022/10/31,16:09:53,2448,ON,12,ﾜｰｸ無し異常
184,2022/10/31,13:21:55,2447,ON,12,ﾜｰｸ無し異常
185,2022/10/29,13:28:46,1792,ON,3,ﾉｯﾁ原位置異常
186,2022/10/29,13:26:12,1791,ON,3,ﾉｯﾁ原位置異常
187,2022/10/28,16:34:21,2446,ON,12,ﾜｰｸ無し異常
188,2022/10/28,15:06:06,1790,ON,3,ﾉｯﾁ原位置異常
189,2022/10/24,16:29:41,2445,ON,12,ﾜｰｸ無し異常
190,2022/10/24,15:03:14,1789,ON,3,ﾉｯﾁ原位置異常
191,2022/10/24,15:02:45,1788,ON,3,ﾉｯﾁ原位置異常
192,2022/10/24,14:59:33,1787,ON,3,ﾉｯﾁ原位置異常
193,2022/10/24,14:58:17,1786,ON,3,ﾉｯﾁ原位置異常
194,2022/10/24,14:48:14,1785,ON,3,ﾉｯﾁ原位置異常
195,2022/10/24,11:59:35,1784,ON,3,ﾉｯﾁ原位置異常
196,2022/10/24,10:51:08,1783,ON,3,ﾉｯﾁ原位置異常
197,2022/10/24,10:28:42,1782,ON,3,ﾉｯﾁ原位置異常
198,2022/10/24,09:59:16,1781,ON,3,ﾉｯﾁ原位置異常
199,2022/10/24,09:55:17,1780,ON,3,ﾉｯﾁ原位置異常
200,2022/10/24,08:55:14,1779,ON,3,ﾉｯﾁ原位置異常
201,2022/10/21,15:09:56,2444,ON,12,ﾜｰｸ無し異常
202,2022/10/21,15:05:58,2443,ON,12,ﾜｰｸ無し異常
203,2022/10/21,10:29:27,2442,ON,12,ﾜｰｸ無し異常
204,2022/10/20,18:57:08,1778,ON,3,ﾉｯﾁ原位置異常
205,2022/10/20,18:54:50,1777,ON,3,ﾉｯﾁ原位置異常
206,2022/10/20,11:07:34,2441,ON,12,ﾜｰｸ無し異常
207,2022/10/20,10:51:04,2440,ON,12,ﾜｰｸ無し異常
208,2022/10/19,17:51:51,1776,ON,3,ﾉｯﾁ原位置異常
209,2022/10/19,17:47:27,1775,ON,3,ﾉｯﾁ原位置異常
210,2022/10/19,16:42:35,1774,ON,3,ﾉｯﾁ原位置異常
211,2022/10/19,16:42:24,1773,ON,3,ﾉｯﾁ原位置異常
212,2022/10/19,16:05:11,2439,ON,12,ﾜｰｸ無し異常
213,2022/10/19,10:44:19,1772,ON,3,ﾉｯﾁ原位置異常
214,2022/10/19,09:39:53,2438,ON,12,ﾜｰｸ無し異常
215,2022/10/19,09:22:11,2437,ON,12,ﾜｰｸ無し異常
216,2022/10/18,14:52:14,2436,ON,12,ﾜｰｸ無し異常
217,2022/10/18,11:59:19,2435,ON,12,ﾜｰｸ無し異常
218,2022/10/14,18:43:19,2434,ON,12,ﾜｰｸ無し異常
219,2022/10/14,18:27:11,2433,ON,12,ﾜｰｸ無し異常
220,2022/10/14,11:18:16,2432,ON,12,ﾜｰｸ無し異常
221,2022/10/14,11:11:22,2431,ON,12,ﾜｰｸ無し異常
222,2022/10/14,09:26:15,2430,ON,12,ﾜｰｸ無し異常
223,2022/10/13,14:27:09,2429,ON,12,ﾜｰｸ無し異常
224,2022/10/13,10:46:48,2428,ON,12,ﾜｰｸ無し異常
225,2022/10/12,14:21:14,2427,ON,12,ﾜｰｸ無し異常
226,2022/10/12,14:01:31,2426,ON,12,ﾜｰｸ無し異常
227,2022/10/12,11:00:13,2425,ON,12,ﾜｰｸ無し異常
228,2022/10/12,10:58:06,2424,ON,12,ﾜｰｸ無し異常
229,2022/10/11,10:00:42,27,ON,7,ﾂｰﾙ送りｻｰﾎﾞ異常
230,2022/10/10,10:20:58,2423,ON,12,ﾜｰｸ無し異常
231,2022/10/08,15:56:19,2422,ON,12,ﾜｰｸ無し異常
232,2022/10/08,14:57:27,2421,ON,12,ﾜｰｸ無し異常
233,2022/10/04,09:04:27,2420,ON,12,ﾜｰｸ無し異常
234,2022/10/03,14:49:41,1771,ON,3,ﾉｯﾁ原位置異常
235,2022/10/03,14:33:03,2419,ON,12,ﾜｰｸ無し異常
236,2022/10/03,14:14:53,1770,ON,3,ﾉｯﾁ原位置異常
237,2022/10/03,11:00:13,1031,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
238,2022/10/03,09:46:46,2418,ON,12,ﾜｰｸ無し異常
239,2022/09/30,18:45:02,2417,ON,12,ﾜｰｸ無し異常
240,2022/09/30,15:04:35,1769,ON,3,ﾉｯﾁ原位置異常
241,2022/09/28,14:19:06,2416,ON,12,ﾜｰｸ無し異常
242,2022/09/28,09:44:35,2415,ON,12,ﾜｰｸ無し異常
243,2022/09/27,18:28:02,1768,ON,3,ﾉｯﾁ原位置異常
244,2022/09/27,17:46:46,1767,ON,3,ﾉｯﾁ原位置異常
245,2022/09/27,14:55:34,1030,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
246,2022/09/27,10:24:29,1029,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
247,2022/09/27,09:48:53,1766,ON,3,ﾉｯﾁ原位置異常
248,2022/09/26,18:15:33,2414,ON,12,ﾜｰｸ無し異常
249,2022/09/26,14:57:40,1765,ON,3,ﾉｯﾁ原位置異常
250,2022/09/26,10:40:29,1764,ON,3,ﾉｯﾁ原位置異常
251,2022/09/26,09:08:48,2413,ON,12,ﾜｰｸ無し異常
252,2022/09/23,18:54:27,2412,ON,12,ﾜｰｸ無し異常
253,2022/09/23,18:53:05,2411,ON,12,ﾜｰｸ無し異常
254,2022/09/23,11:20:29,2410,ON,12,ﾜｰｸ無し異常
255,2022/09/22,18:21:02,1028,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
256,2022/09/22,13:54:39,2409,ON,12,ﾜｰｸ無し異常
257,2022/09/22,11:20:53,1763,ON,3,ﾉｯﾁ原位置異常
258,2022/09/21,18:26:36,2408,ON,12,ﾜｰｸ無し異常
259,2022/09/21,17:36:02,1027,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
260,2022/09/21,17:28:30,1026,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
261,2022/09/21,11:52:51,1025,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
262,2022/09/21,11:50:16,1024,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
263,2022/09/21,08:44:20,2407,ON,12,ﾜｰｸ無し異常
264,2022/09/20,12:04:45,1762,ON,3,ﾉｯﾁ原位置異常
265,2022/09/20,11:20:39,2406,ON,12,ﾜｰｸ無し異常
266,2022/09/20,10:16:35,1761,ON,3,ﾉｯﾁ原位置異常
267,2022/09/20,10:10:38,1760,ON,3,ﾉｯﾁ原位置異常
268,2022/09/19,16:50:09,2405,ON,12,ﾜｰｸ無し異常
269,2022/09/19,16:44:43,1023,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
270,2022/09/19,15:54:22,1759,ON,3,ﾉｯﾁ原位置異常
271,2022/09/19,14:18:40,1022,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
272,2022/09/19,11:03:08,2404,ON,12,ﾜｰｸ無し異常
273,2022/09/19,10:19:02,2403,ON,12,ﾜｰｸ無し異常
274,2022/09/19,10:04:23,1758,ON,3,ﾉｯﾁ原位置異常
275,2022/09/19,10:03:15,1757,ON,3,ﾉｯﾁ原位置異常
276,2022/09/19,10:01:47,1756,ON,3,ﾉｯﾁ原位置異常
277,2022/09/19,09:45:20,1755,ON,3,ﾉｯﾁ原位置異常
278,2022/09/19,09:33:28,1754,ON,3,ﾉｯﾁ原位置異常
279,2022/09/19,09:31:30,1753,ON,3,ﾉｯﾁ原位置異常
280,2022/09/19,09:12:36,1752,ON,3,ﾉｯﾁ原位置異常
281,2022/09/19,09:08:14,2402,ON,12,ﾜｰｸ無し異常
282,2022/09/19,08:37:51,2401,ON,12,ﾜｰｸ無し異常
283,2022/09/19,08:23:43,1751,ON,3,ﾉｯﾁ原位置異常
284,2022/09/16,15:48:11,2400,ON,12,ﾜｰｸ無し異常
285,2022/09/16,15:33:28,2399,ON,12,ﾜｰｸ無し異常
286,2022/09/16,14:43:54,2398,ON,12,ﾜｰｸ無し異常
287,2022/09/16,11:11:56,2397,ON,12,ﾜｰｸ無し異常
288,2022/09/16,11:04:45,2396,ON,12,ﾜｰｸ無し異常
289,2022/09/15,10:40:27,2395,ON,12,ﾜｰｸ無し異常
290,2022/09/15,10:06:48,1750,ON,3,ﾉｯﾁ原位置異常
291,2022/09/14,18:30:52,2394,ON,12,ﾜｰｸ無し異常
292,2022/09/14,18:07:28,2393,ON,12,ﾜｰｸ無し異常
293,2022/09/14,17:35:09,1749,ON,3,ﾉｯﾁ原位置異常
294,2022/09/14,17:35:01,1748,ON,3,ﾉｯﾁ原位置異常
295,2022/09/14,17:27:25,1747,ON,3,ﾉｯﾁ原位置異常
296,2022/09/14,17:27:20,1746,ON,3,ﾉｯﾁ原位置異常
297,2022/09/14,17:25:26,1745,ON,3,ﾉｯﾁ原位置異常
298,2022/09/14,15:18:10,1744,ON,3,ﾉｯﾁ原位置異常
299,2022/09/14,15:02:58,2392,ON,12,ﾜｰｸ無し異常
300,2022/09/14,12:50:19,2391,ON,12,ﾜｰｸ無し異常
301,2022/09/14,10:35:41,2390,ON,12,ﾜｰｸ無し異常
302,2022/09/13,13:21:26,2389,ON,12,ﾜｰｸ無し異常
303,2022/09/13,12:42:36,2388,ON,12,ﾜｰｸ無し異常
304,2022/09/13,08:49:42,1743,ON,3,ﾉｯﾁ原位置異常
305,2022/09/13,08:48:21,1742,ON,3,ﾉｯﾁ原位置異常
306,2022/09/12,13:25:34,2387,ON,12,ﾜｰｸ無し異常
307,2022/09/10,11:07:11,2386,ON,12,ﾜｰｸ無し異常
308,2022/09/10,10:59:47,2385,ON,12,ﾜｰｸ無し異常
309,2022/09/09,15:31:55,1741,ON,3,ﾉｯﾁ原位置異常
310,2022/09/09,15:13:16,2384,ON,12,ﾜｰｸ無し異常
311,2022/09/08,14:44:35,1740,ON,3,ﾉｯﾁ原位置異常
312,2022/09/08,10:30:50,1739,ON,3,ﾉｯﾁ原位置異常
313,2022/09/07,18:54:39,2383,ON,12,ﾜｰｸ無し異常
314,2022/09/07,16:19:22,2382,ON,12,ﾜｰｸ無し異常
315,2022/09/06,11:36:23,2381,ON,12,ﾜｰｸ無し異常
316,2022/09/05,16:16:45,1738,ON,3,ﾉｯﾁ原位置異常
317,2022/09/05,16:16:08,1737,ON,3,ﾉｯﾁ原位置異常
318,2022/09/05,16:13:23,1736,ON,3,ﾉｯﾁ原位置異常
319,2022/09/05,14:20:04,2380,ON,12,ﾜｰｸ無し異常
320,2022/09/05,11:47:56,2379,ON,12,ﾜｰｸ無し異常
321,2022/09/05,11:24:12,2378,ON,12,ﾜｰｸ無し異常
322,2022/09/05,09:27:39,2377,ON,12,ﾜｰｸ無し異常
323,2022/09/05,08:34:55,1735,ON,3,ﾉｯﾁ原位置異常
324,2022/09/05,08:21:32,1734,ON,3,ﾉｯﾁ原位置異常
325,2022/09/03,08:32:23,26,ON,7,ﾂｰﾙ送りｻｰﾎﾞ異常
326,2022/09/02,15:04:18,1733,ON,3,ﾉｯﾁ原位置異常
327,2022/09/01,16:22:47,2376,ON,12,ﾜｰｸ無し異常
328,2022/09/01,16:11:16,2375,ON,12,ﾜｰｸ無し異常
329,2022/09/01,14:49:02,2374,ON,12,ﾜｰｸ無し異常
330,2022/08/31,18:50:49,2373,ON,12,ﾜｰｸ無し異常
331,2022/08/31,15:44:57,2372,ON,12,ﾜｰｸ無し異常
332,2022/08/31,15:42:35,2371,ON,12,ﾜｰｸ無し異常
333,2022/08/31,12:05:59,2370,ON,12,ﾜｰｸ無し異常
334,2022/08/31,11:33:16,1732,ON,3,ﾉｯﾁ原位置異常
335,2022/08/31,11:31:09,1731,ON,3,ﾉｯﾁ原位置異常
336,2022/08/31,08:58:19,1021,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
337,2022/08/31,08:36:40,1020,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
338,2022/08/30,18:19:45,2369,ON,12,ﾜｰｸ無し異常
339,2022/08/30,17:50:47,1019,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
340,2022/08/30,14:59:47,2368,ON,12,ﾜｰｸ無し異常
341,2022/08/30,11:21:03,1730,ON,3,ﾉｯﾁ原位置異常
342,2022/08/30,08:35:43,2367,ON,12,ﾜｰｸ無し異常
343,2022/08/29,16:00:05,1018,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
344,2022/08/29,15:57:19,1017,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
345,2022/08/29,15:41:52,1016,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
346,2022/08/25,18:28:50,1015,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
347,2022/08/25,18:12:19,1014,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
348,2022/08/25,17:37:10,1013,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
349,2022/08/25,17:06:35,1012,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
350,2022/08/25,12:15:06,1011,ON,2,ｲﾝﾃﾞｯｸｽ定位置異常
351,2022/08/25,11:18:32,2366,ON,12,ﾜｰｸ無し異常
352,2022/08/24,18:38:47,2365,ON,12,ﾜｰｸ無し異常
353,2022/08/24,18:32:33,2364,ON,12,ﾜｰｸ無し異常
